Meadow,Site,Elevation,Species1,Species2,Schoener
a,4,1002.8,Melampyrum sylvaticum,ZDensityDipteraTOTAL,0.101547904
o,3,1612.7,Centaurea sp#,ZDensityDipteraTOTAL,0.10234107
o,4,1576.2,Medicago sativa,ZDensityDipteraTOTAL,0.103109289
o,4,1576.2,Teurium montanum,ZDensityDipteraTOTAL,0.103109289
i,4,702.4,Leucanthemum vulgare,ZDensityDipteraTOTAL,0.106365963
i,4,702.4,Senecio sp#,ZDensityDipteraTOTAL,0.106365963
n,2,1405.5,Crepis/Hieracium,ZDensityDipteraTOTAL,0.106906738
n,2,1405.5,Lathyrus pratensis,ZDensityDipteraTOTAL,0.106906738
n,2,1405.5,Peucedanum sp#,ZDensityDipteraTOTAL,0.106906738
i,7,648.5,Hypericum sp#,ZDensityDipteraTOTAL,0.107368421
i,2,737.4,Taraxacum sp#,ZDensityDipteraTOTAL,0.107706403
o,3,1612.7,Orchis ustulata,ZDensityDipteraTOTAL,0.113306185
o,3,1612.7,Peucedanum sp#,ZDensityDipteraTOTAL,0.113306185
a,1,1020.6,Anthyllis vulneraria,ZDensityDipteraTOTAL,0.113725254
a,1,1020.6,Trifolium campestre,ZDensityDipteraTOTAL,0.113725254
a,2,984.9,Carum carvi,ZDensityDipteraTOTAL,0.113821761
n,2,1405.5,Silene nutans,ZDensityDipteraTOTAL,0.114221409
n,1,1390.3,Campanula glomerata,ZDensityDipteraTOTAL,0.114274171
n,1,1390.3,Teucrium chamaedris,ZDensityDipteraTOTAL,0.114274171
i,6,702.2,Stachys recta,ZDensityDipteraTOTAL,0.115233714
a,2,984.9,Campanula sp#,ZDensityDipteraTOTAL,0.120621503
a,2,984.9,Hypericum sp#,ZDensityDipteraTOTAL,0.120621503
i,3,711.5,Cuscuta europaeae,ZDensityDipteraTOTAL,0.121078679
a,2,984.9,Buphthalmum salicifolium,ZDensityDipteraTOTAL,0.121409879
a,2,984.9,Cirsium acaule,ZDensityDipteraTOTAL,0.121409879
a,3,949.8,Taraxacum sp#,ZDensityDipteraTOTAL,0.125628141
n,5,1398.6,Allium carinatum,ZDensityDipteraTOTAL,0.126564851
i,7,648.5,Viola sp#,ZDensityDipteraTOTAL,0.129473684
i,4,702.4,Trifolium campestre,ZDensityDipteraTOTAL,0.129505225
i,1,766.3,Potentilla erecta,ZDensityDipteraTOTAL,0.13020493
a,4,1002.8,Lathyrus pratensis,ZDensityDipteraTOTAL,0.130358698
i,6,702.2,Veronica teucrium,ZDensityDipteraTOTAL,0.131366434
i,7,648.5,Vicia cracca,ZDensityDipteraTOTAL,0.131578947
a,4,1002.8,Centaurium sp#,ZDensityDipteraTOTAL,0.131880395
a,4,1002.8,Peucedanum sp#,ZDensityDipteraTOTAL,0.131880395
i,6,702.2,Geranium sp#,ZDensityDipteraTOTAL,0.132518771
a,1,1020.6,Conyza sp#,ZDensityDipteraTOTAL,0.132679463
a,1,1020.6,Polygonum aviculare,ZDensityDipteraTOTAL,0.132679463
i,3,711.5,Rosa sp#,ZDensityDipteraTOTAL,0.133297629
a,1,1020.6,Geranium sp#,ZDensityDipteraTOTAL,0.133582045
a,1,1020.6,Taraxacum sp#,ZDensityDipteraTOTAL,0.133582045
i,2,737.4,Odontites luteus,ZDensityDipteraTOTAL,0.134378499
a,2,984.9,Parnassia palustris,ZDensityDipteraTOTAL,0.13441808
n,4,1420,Carlina acaulis,ZDensityDipteraTOTAL,0.13536379
n,4,1420,Gentiana sp#,ZDensityDipteraTOTAL,0.13536379
n,4,1420,Geranium pusillum,ZDensityDipteraTOTAL,0.13536379
n,4,1420,Silene nutans,ZDensityDipteraTOTAL,0.13536379
n,4,1420,Viola sp#,ZDensityDipteraTOTAL,0.13536379
i,7,648.5,Cirsium arvense,ZDensityDipteraTOTAL,0.136842105
i,7,648.5,Silene vulgaris,ZDensityDipteraTOTAL,0.136842105
a,6,981.9,Anthericum ramosum,ZDensityDipteraTOTAL,0.137028015
i,6,702.2,Galium sp#,ZDensityDipteraTOTAL,0.138280457
o,4,1576.2,Veronica officinalis,ZDensityDipteraTOTAL,0.14066026
u,1,1745.8,Lamium album,ZDensityDipteraTOTAL,0.14221861
u,1,1745.8,Silene nutans,ZDensityDipteraTOTAL,0.14221861
n,1,1390.3,Silene nutans,ZDensityDipteraTOTAL,0.142326305
i,6,702.2,Hypericum sp#,ZDensityDipteraTOTAL,0.146922985
i,6,702.2,Sanguisorba minor,ZDensityDipteraTOTAL,0.146922985
i,6,702.2,Vicia sepium,ZDensityDipteraTOTAL,0.146922985
a,2,984.9,Plantago major,ZDensityDipteraTOTAL,0.148389852
a,2,984.9,Planthera bifolia,ZDensityDipteraTOTAL,0.148389852
a,2,984.9,Rubus sp#,ZDensityDipteraTOTAL,0.148389852
a,2,984.9,Trifolium repens,ZDensityDipteraTOTAL,0.148389852
a,2,984.9,Vincetoxicum hirundinaria,ZDensityDipteraTOTAL,0.148389852
a,4,1002.8,Cerastium sp#,ZDensityDipteraTOTAL,0.150013949
a,4,1002.8,Rosa sp#,ZDensityDipteraTOTAL,0.150013949
a,4,1002.8,Veronica sp#,ZDensityDipteraTOTAL,0.150013949
a,2,984.9,Polygala vulgaris,ZDensityDipteraTOTAL,0.151762348
i,6,702.2,Orchis ustulata,ZDensityDipteraTOTAL,0.152044484
i,1,766.3,Odontites luteus,ZDensityDipteraTOTAL,0.152361152
i,1,766.3,Veronica chamaedris,ZDensityDipteraTOTAL,0.152361152
i,1,766.3,Viola sp#,ZDensityDipteraTOTAL,0.152361152
u,2,1749.2,Cuscuta europaeae,ZDensityDipteraTOTAL,0.153859967
u,2,1749.2,Trifolium campestre,ZDensityDipteraTOTAL,0.153859967
a,4,1002.8,Polygonum aviculare,ZDensityDipteraTOTAL,0.15386046
a,3,949.8,Carum carvi,ZDensityDipteraTOTAL,0.154170854
u,2,1749.2,Phyteuma orbiculare,ZDensityDipteraTOTAL,0.155152908
u,1,1745.8,Phyteuma orbiculare,ZDensityDipteraTOTAL,0.156440471
u,1,1745.8,Plantago major,ZDensityDipteraTOTAL,0.156440471
a,5,1001,Lathyrus pratensis,ZDensityDipteraTOTAL,0.157342228
n,2,1405.5,Asperula cynanchica,ZDensityDipteraTOTAL,0.157546772
n,2,1405.5,Daucus carota,ZDensityDipteraTOTAL,0.157546772
n,2,1405.5,Teucrium chamaedris,ZDensityDipteraTOTAL,0.157546772
n,5,1398.6,Taraxacum sp#,ZDensityDipteraTOTAL,0.158919036
i,3,711.5,Echium vulgare,ZDensityDipteraTOTAL,0.160512561
i,3,711.5,Sedum album,ZDensityDipteraTOTAL,0.160512561
i,2,737.4,Parnassia palustris,ZDensityDipteraTOTAL,0.161503048
u,2,1749.2,Rhinanthus minor,ZDensityDipteraTOTAL,0.164041877
a,1,1020.6,Vicia sepium,ZDensityDipteraTOTAL,0.164269812
a,6,981.9,Orchis ustulata,ZDensityDipteraTOTAL,0.166260658
a,2,984.9,Hippocrepis comosa,ZDensityDipteraTOTAL,0.166938583
o,3,1612.7,Viola sp#,ZDensityDipteraTOTAL,0.167725643
i,4,702.4,Chenopodium sp#,ZDensityDipteraTOTAL,0.167946257
i,4,702.4,Polygonum aviculare,ZDensityDipteraTOTAL,0.167946257
a,5,1001,Apiaceae sp#,ZDensityDipteraTOTAL,0.167962675
n,2,1405.5,Silene dioica,ZDensityDipteraTOTAL,0.16936278
n,2,1405.5,Veronica teucrium,ZDensityDipteraTOTAL,0.16936278
n,4,1420,Solanum dulgamara,ZDensityDipteraTOTAL,0.172927242
n,4,1420,Veronica officinalis,ZDensityDipteraTOTAL,0.172927242
n,1,1390.3,Peucedanum sp#,ZDensityDipteraTOTAL,0.174889166
n,4,1420,Epilobium sp#,ZDensityDipteraTOTAL,0.175888325
i,1,766.3,Veronica teucrium,ZDensityDipteraTOTAL,0.176418176
i,6,702.2,Hippocrepis comosa,ZDensityDipteraTOTAL,0.177535292
a,1,1020.6,Rosa sp#,ZDensityDipteraTOTAL,0.178686527
a,4,1002.8,Crepis/Hieracium,ZDensityDipteraTOTAL,0.179813846
a,4,1002.8,Galium sp#,ZDensityDipteraTOTAL,0.179813846
a,4,1002.8,Sedum sp# yellow,ZDensityDipteraTOTAL,0.179813846
a,3,949.8,Carlina acaulis,ZDensityDipteraTOTAL,0.180904523
a,3,949.8,Polygonum aviculare,ZDensityDipteraTOTAL,0.180904523
a,1,1020.6,Stachys officinalis,ZDensityDipteraTOTAL,0.181117997
u,1,1745.8,Carlina acaulis,ZDensityDipteraTOTAL,0.182039821
u,1,1745.8,Gentiana sp#,ZDensityDipteraTOTAL,0.182039821
u,1,1745.8,Vicia cracca,ZDensityDipteraTOTAL,0.182039821
a,4,1002.8,Rubus sp#,ZDensityDipteraTOTAL,0.182272013
i,4,702.4,Anthyllis vulneraria,ZDensityDipteraTOTAL,0.182288334
o,3,1612.7,Teucrium chamaedris,ZDensityDipteraTOTAL,0.18374874
n,1,1390.3,Rubus sp#,ZDensityDipteraTOTAL,0.185506708
o,4,1576.2,Carlina acaulis,ZDensityDipteraTOTAL,0.186733485
i,3,711.5,Geranium pusillum,ZDensityDipteraTOTAL,0.187562338
i,2,737.4,Aster amellus,ZDensityDipteraTOTAL,0.188329156
n,3,1407.7,Ononis spinosa,ZDensityDipteraTOTAL,0.188715953
i,2,737.4,Silene vulgaris,ZDensityDipteraTOTAL,0.193169093
a,1,1020.6,Lotus maritimus,ZDensityDipteraTOTAL,0.193754137
i,3,711.5,Anthyllis vulneraria,ZDensityDipteraTOTAL,0.200779553
a,3,949.8,Apiaceae sp#,ZDensityDipteraTOTAL,0.201005025
a,3,949.8,Ligustrum vulgare,ZDensityDipteraTOTAL,0.201005025
a,3,949.8,Veronica teucrium,ZDensityDipteraTOTAL,0.201005025
n,4,1420,Buphthalmum salicifolium,ZDensityDipteraTOTAL,0.201353638
a,3,949.8,Anthericum ramosum,ZDensityDipteraTOTAL,0.20201005
i,1,766.3,Galium sp#,ZDensityDipteraTOTAL,0.205157905
n,5,1398.6,Epilobium sp#,ZDensityDipteraTOTAL,0.20710612
n,5,1398.6,Orchis ustulata,ZDensityDipteraTOTAL,0.20710612
i,6,702.2,Acinos alpinus,ZDensityDipteraTOTAL,0.209149191
i,7,648.5,Euphrasia sp,ZDensityDipteraTOTAL,0.20979405
n,2,1405.5,Carlina acaulis,ZDensityDipteraTOTAL,0.211703474
i,1,766.3,Geranium sanguineum?,ZDensityDipteraTOTAL,0.211776062
n,1,1390.3,Veronica teucrium,ZDensityDipteraTOTAL,0.211986867
i,3,711.5,Silene vulgaris,ZDensityDipteraTOTAL,0.2139903
i,7,648.5,Globularia nudicaulis,ZDensityDipteraTOTAL,0.214883041
u,1,1745.8,Lotus corniculatus,ZDensityDipteraTOTAL,0.218755888
i,7,648.5,Thesium sp#,ZDensityDipteraTOTAL,0.222368421
i,3,711.5,Lathyrus pratensis,ZDensityDipteraTOTAL,0.222708203
i,4,702.4,Asperula cynanchica,ZDensityDipteraTOTAL,0.22393319
a,1,1020.6,Cerastium sp#,ZDensityDipteraTOTAL,0.224491136
n,2,1405.5,Hieracium pilosella,ZDensityDipteraTOTAL,0.225114849
a,3,949.8,Orchis ustulata,ZDensityDipteraTOTAL,0.226130653
i,3,711.5,Leucanthemum vulgare,ZDensityDipteraTOTAL,0.22714579
i,5,684.5,Buphthalmum salicifolium,ZDensityDipteraTOTAL,0.229782057
i,7,648.5,Carlina acaulis,ZDensityDipteraTOTAL,0.230526316
i,5,684.5,Trifolium repens,ZDensityDipteraTOTAL,0.230564595
o,3,1612.7,Veronica officinalis,ZDensityDipteraTOTAL,0.230589124
a,4,1002.8,Carlina acaulis,ZDensityDipteraTOTAL,0.232276663
n,2,1405.5,Aegopodium podagraria,ZDensityDipteraTOTAL,0.232381488
a,2,984.9,Arenaria/Linum ym#,ZDensityDipteraTOTAL,0.233915147
n,1,1390.3,Lathyrus pratensis,ZDensityDipteraTOTAL,0.234604778
a,1,1020.6,Lathyrus pratensis,ZDensityDipteraTOTAL,0.23467116
a,1,1020.6,Orchis ustulata,ZDensityDipteraTOTAL,0.23467116
a,3,949.8,Potentilla sp#,ZDensityDipteraTOTAL,0.235175879
u,2,1749.2,Gentiana sp#,ZDensityDipteraTOTAL,0.235315244
i,5,684.5,Centaurea sp#,ZDensityDipteraTOTAL,0.235550171
o,4,1576.2,Campanula glomerata,ZDensityDipteraTOTAL,0.236318806
n,3,1407.7,Pimpinella sp#,ZDensityDipteraTOTAL,0.236705577
i,4,702.4,Dianthus sp#,ZDensityDipteraTOTAL,0.23699083
i,1,766.3,Plantago media,ZDensityDipteraTOTAL,0.238194238
i,2,737.4,Sanguisorba minor,ZDensityDipteraTOTAL,0.238623638
i,6,702.2,Potentilla erecta,ZDensityDipteraTOTAL,0.242753581
a,5,1001,Rubus sp#,ZDensityDipteraTOTAL,0.242926786
i,6,702.2,Carlina acaulis,ZDensityDipteraTOTAL,0.244130854
a,2,984.9,Teurium montanum,ZDensityDipteraTOTAL,0.244199415
n,3,1407.7,Veronica officinalis,ZDensityDipteraTOTAL,0.245136187
n,3,1407.7,Veronica teucrium,ZDensityDipteraTOTAL,0.245136187
n,2,1405.5,Taraxacum sp#,ZDensityDipteraTOTAL,0.245440053
i,5,684.5,Sedum sp# yellow,ZDensityDipteraTOTAL,0.246081433
a,1,1020.6,Carduus nutans,ZDensityDipteraTOTAL,0.246404717
n,2,1405.5,Polygala alpestris,ZDensityDipteraTOTAL,0.248136165
i,1,766.3,Geranium sp#,ZDensityDipteraTOTAL,0.248589249
i,1,766.3,Stachys officinalis,ZDensityDipteraTOTAL,0.248589249
a,5,1001,Trifolium campestre,ZDensityDipteraTOTAL,0.253693624
i,7,648.5,Stachys recta,ZDensityDipteraTOTAL,0.254736842
u,2,1749.2,Veronica officinalis,ZDensityDipteraTOTAL,0.255152908
a,4,1002.8,Parnassia palustris,ZDensityDipteraTOTAL,0.255408364
a,4,1002.8,Polygala comosa,ZDensityDipteraTOTAL,0.255408364
o,4,1576.2,Hypericum sp#,ZDensityDipteraTOTAL,0.256540395
i,7,648.5,Aster amellus,ZDensityDipteraTOTAL,0.258304094
i,3,711.5,Peucedanum sp#,ZDensityDipteraTOTAL,0.258568637
i,7,648.5,Achillea millefolium,ZDensityDipteraTOTAL,0.258947368
a,5,1001,Centaurea sp#,ZDensityDipteraTOTAL,0.258998894
i,7,648.5,Polygala comosa,ZDensityDipteraTOTAL,0.259473684
a,5,1001,Arabis/Arabidopsis,ZDensityDipteraTOTAL,0.259646505
a,3,949.8,Sedum sp# yellow,ZDensityDipteraTOTAL,0.260301508
i,4,702.4,Prunella sp#,ZDensityDipteraTOTAL,0.260568858
n,5,1398.6,Potentilla sp#,ZDensityDipteraTOTAL,0.261082538
i,3,711.5,Geranium sp#,ZDensityDipteraTOTAL,0.2618743
a,6,981.9,Plantago lanceolata,ZDensityDipteraTOTAL,0.262934509
o,4,1576.2,Cirsium arvense,ZDensityDipteraTOTAL,0.264646414
n,1,1390.3,Crepis sp# 2,ZDensityDipteraTOTAL,0.26574068
u,2,1749.2,Carlina acaulis,ZDensityDipteraTOTAL,0.266193577
i,2,737.4,Lotus maritimus,ZDensityDipteraTOTAL,0.266797312
a,4,1002.8,Leucanthemum vulgare,ZDensityDipteraTOTAL,0.267057799
i,5,684.5,Crepis sp#,ZDensityDipteraTOTAL,0.268726196
a,3,949.8,Arenaria/Linum ym#,ZDensityDipteraTOTAL,0.269709969
i,5,684.5,Arabis/Arabidopsis,ZDensityDipteraTOTAL,0.269773036
o,4,1576.2,Galium sp#,ZDensityDipteraTOTAL,0.269775956
n,3,1407.7,Clinopodium vulgare,ZDensityDipteraTOTAL,0.270428016
n,5,1398.6,Galium sp#,ZDensityDipteraTOTAL,0.270572583
i,5,684.5,Crepis/Hieracium,ZDensityDipteraTOTAL,0.270811321
n,1,1390.3,Anthyllis vulneraria,ZDensityDipteraTOTAL,0.271608174
n,1,1390.3,Carlina acaulis,ZDensityDipteraTOTAL,0.271608174
o,4,1576.2,Melampyrum sylvaticum,ZDensityDipteraTOTAL,0.271827112
i,1,766.3,Aster amellus,ZDensityDipteraTOTAL,0.272646273
a,3,949.8,Lathyrus pratensis,ZDensityDipteraTOTAL,0.273005653
a,6,981.9,Buphthalmum salicifolium,ZDensityDipteraTOTAL,0.274056029
i,5,684.5,Daucus carota,ZDensityDipteraTOTAL,0.27602089
i,7,648.5,Lotus maritimus,ZDensityDipteraTOTAL,0.277766367
i,4,702.4,Campanula sp#,ZDensityDipteraTOTAL,0.278950736
i,5,684.5,Anthyllis vulneraria,ZDensityDipteraTOTAL,0.279277113
a,5,1001,Carlina acaulis,ZDensityDipteraTOTAL,0.279937792
a,5,1001,Polygonum aviculare,ZDensityDipteraTOTAL,0.279937792
a,6,981.9,Carlina vulgaris,ZDensityDipteraTOTAL,0.279943159
a,1,1020.6,Peucedanum sp#,ZDensityDipteraTOTAL,0.280198951
n,1,1390.3,Apiaceae sp#,ZDensityDipteraTOTAL,0.280748651
a,4,1002.8,Orchis ustulata,ZDensityDipteraTOTAL,0.28136175
a,4,1002.8,Arenaria/Linum ym#,ZDensityDipteraTOTAL,0.281894344
a,3,949.8,Plantago lanceolata,ZDensityDipteraTOTAL,0.282537025
o,4,1576.2,Taraxacum sp#,ZDensityDipteraTOTAL,0.282557879
i,2,737.4,Cichorium intybus,ZDensityDipteraTOTAL,0.282781422
a,3,949.8,Geranium pusillum,ZDensityDipteraTOTAL,0.284170854
a,5,1001,Cerastium sp#,ZDensityDipteraTOTAL,0.284689822
i,5,684.5,Medicago sativa,ZDensityDipteraTOTAL,0.285576552
a,5,1001,Potentilla sp#,ZDensityDipteraTOTAL,0.285665516
i,5,684.5,Euphrasia sp,ZDensityDipteraTOTAL,0.285983314
n,5,1398.6,Trifolium pratense,ZDensityDipteraTOTAL,0.290728093
i,6,702.2,Aster amellus,ZDensityDipteraTOTAL,0.291749902
i,7,648.5,Lathyrus pratensis,ZDensityDipteraTOTAL,0.293421053
u,1,1745.8,Centaurea sp#,ZDensityDipteraTOTAL,0.294595693
n,4,1420,Cerastium sp#,ZDensityDipteraTOTAL,0.295579526
n,3,1407.7,Asperula cynanchica,ZDensityDipteraTOTAL,0.29766537
n,3,1407.7,Apiaceae sp#,ZDensityDipteraTOTAL,0.29766537
n,4,1420,Arabis/Arabidopsis,ZDensityDipteraTOTAL,0.297927242
u,1,1745.8,Lathyrus pratensis,ZDensityDipteraTOTAL,0.298231516
n,4,1420,Melampyrum sylvaticum,ZDensityDipteraTOTAL,0.299069374
o,3,1612.7,Leucanthemum vulgare,ZDensityDipteraTOTAL,0.301182392
i,1,766.3,Teurium montanum,ZDensityDipteraTOTAL,0.302049302
n,5,1398.6,Globularia cardiflora,ZDensityDipteraTOTAL,0.302108977
i,6,702.2,Cerastium sp#,ZDensityDipteraTOTAL,0.30227739
i,2,737.4,Sedum sp# yellow,ZDensityDipteraTOTAL,0.302351624
a,6,981.9,Polygonum aviculare,ZDensityDipteraTOTAL,0.303288672
n,3,1407.7,Galium sp#,ZDensityDipteraTOTAL,0.303685486
i,5,684.5,Agrimonia eupatoria,ZDensityDipteraTOTAL,0.304204889
n,5,1398.6,Cerastium sp#,ZDensityDipteraTOTAL,0.304714656
n,3,1407.7,Tragopodon pratensis,ZDensityDipteraTOTAL,0.305933852
a,4,1002.8,Potentilla sp#,ZDensityDipteraTOTAL,0.30651327
i,5,684.5,Echium vulgare,ZDensityDipteraTOTAL,0.306911264
a,5,1001,Centaurium sp#,ZDensityDipteraTOTAL,0.307876028
i,6,702.2,Anthyllis vulneraria,ZDensityDipteraTOTAL,0.308108429
n,4,1420,Atroba belladonna,ZDensityDipteraTOTAL,0.308544839
n,4,1420,Geranium sp#,ZDensityDipteraTOTAL,0.308544839
a,3,949.8,Acinos alpinus,ZDensityDipteraTOTAL,0.308736666
a,1,1020.6,Carlina vulgaris,ZDensityDipteraTOTAL,0.309974026
i,4,702.4,Onobrychis vicifolia,ZDensityDipteraTOTAL,0.309975808
i,2,737.4,Carlina vulgaris,ZDensityDipteraTOTAL,0.31075028
i,3,711.5,Potentilla erecta,ZDensityDipteraTOTAL,0.310767949
u,2,1749.2,Bellis perennis,ZDensityDipteraTOTAL,0.311024117
o,3,1612.7,Gymnadenia conopsea,ZDensityDipteraTOTAL,0.311419393
i,5,684.5,Plantago lanceolata,ZDensityDipteraTOTAL,0.313028233
n,5,1398.6,Asperula cynanchica,ZDensityDipteraTOTAL,0.313363908
a,5,1001,Rosa sp#,ZDensityDipteraTOTAL,0.313439606
a,2,984.9,Lathyrus pratensis,ZDensityDipteraTOTAL,0.315328435
o,4,1576.2,Teucrium chamaedris,ZDensityDipteraTOTAL,0.315492011
a,6,981.9,Odontites luteus,ZDensityDipteraTOTAL,0.315634351
i,6,702.2,Valeriana,ZDensityDipteraTOTAL,0.316014171
i,7,648.5,Sanguisorba minor,ZDensityDipteraTOTAL,0.317368421
i,3,711.5,Medicago lupulina,ZDensityDipteraTOTAL,0.318091204
i,1,766.3,Plantago lanceolata,ZDensityDipteraTOTAL,0.319826891
