Meadow,Site,Elevation,Species1,Species2,Schoener
i,7,648.5,Medicago lupulina,ZInsectDensity,0.225423729
a,6,981.9,Arenaria/Linum ym#,ZInsectDensity,0.225695364
u,1,1745.8,Carlina acaulis,ZInsectDensity,0.226195605
u,1,1745.8,Gentiana sp#,ZInsectDensity,0.226195605
u,1,1745.8,Vicia cracca,ZInsectDensity,0.226195605
n,5,1398.6,Crepis/Hieracium,ZInsectDensity,0.226307944
i,2,737.4,Sedum sp# yellow,ZInsectDensity,0.226527271
i,5,684.5,Carum carvi,ZInsectDensity,0.226832326
a,4,1002.8,Orchis ustulata,ZInsectDensity,0.227750708
n,1,1390.3,Anthyllis vulneraria,ZInsectDensity,0.229469978
n,1,1390.3,Carlina acaulis,ZInsectDensity,0.229469978
i,2,737.4,Parnassia palustris,ZInsectDensity,0.229587717
o,4,1576.2,Carlina acaulis,ZInsectDensity,0.230933027
u,2,1749.2,Gentiana sp#,ZInsectDensity,0.231449069
i,4,702.4,Trifolium campestre,ZInsectDensity,0.232606438
i,7,648.5,Globularia nudicaulis,ZInsectDensity,0.233757062
n,5,1398.6,Trifolium pratense,ZInsectDensity,0.235379005
n,2,1405.5,Taraxacum sp#,ZInsectDensity,0.235973597
a,5,1001,Orchis ustulata,ZInsectDensity,0.236047666
i,2,737.4,Carlina vulgaris,ZInsectDensity,0.236953213
n,3,1407.7,Leucanthemum vulgare,ZInsectDensity,0.237057221
a,2,984.9,Parnassia palustris,ZInsectDensity,0.238372202
a,6,981.9,Carlina vulgaris,ZInsectDensity,0.238410596
a,6,981.9,Polygonum aviculare,ZInsectDensity,0.238410596
i,1,766.3,Teurium montanum,ZInsectDensity,0.238459946
a,3,949.8,Lathyrus pratensis,ZInsectDensity,0.239189955
i,2,737.4,Aster amellus,ZInsectDensity,0.240511931
u,1,1745.8,Lotus corniculatus,ZInsectDensity,0.243271901
i,3,711.5,Plantago media,ZInsectDensity,0.24430972
a,4,1002.8,Lathyrus pratensis,ZInsectDensity,0.244931515
a,5,1001,Rosa sp#,ZInsectDensity,0.246110559
i,4,702.4,Asperula cynanchica,ZInsectDensity,0.247144341
i,3,711.5,Verbena officinalis,ZInsectDensity,0.247260347
i,1,766.3,Plantago media,ZInsectDensity,0.247360795
a,1,1020.6,Carduus nutans,ZInsectDensity,0.247587516
i,5,684.5,Sedum sp# yellow,ZInsectDensity,0.248637017
a,6,981.9,Odontites luteus,ZInsectDensity,0.250756275
n,5,1398.6,Potentilla sp#,ZInsectDensity,0.250871963
a,6,981.9,Buphthalmum salicifolium,ZInsectDensity,0.251125828
i,1,766.3,Aster amellus,ZInsectDensity,0.251500724
a,5,1001,Vicia sepium,ZInsectDensity,0.251572327
i,6,702.2,Anthyllis vulneraria,ZInsectDensity,0.251878629
u,2,1749.2,Veronica officinalis,ZInsectDensity,0.255962985
n,4,1420,Melampyrum sylvaticum,ZInsectDensity,0.25725679
i,3,711.5,Cerastium sp#,ZInsectDensity,0.257385737
n,5,1398.6,Asperula cynanchica,ZInsectDensity,0.25801482
i,6,702.2,Plantago lanceolata,ZInsectDensity,0.259735654
a,3,949.8,Carlina acaulis,ZInsectDensity,0.264350453
a,3,949.8,Polygonum aviculare,ZInsectDensity,0.264350453
i,5,684.5,Carlina acaulis,ZInsectDensity,0.265967552
n,3,1407.7,Pimpinella sp#,ZInsectDensity,0.267029973
a,1,1020.6,Stachys officinalis,ZInsectDensity,0.267089272
i,6,702.2,Rubus sp#,ZInsectDensity,0.268769922
a,3,949.8,Anthericum ramosum,ZInsectDensity,0.270392749
a,3,949.8,Geranium pusillum,ZInsectDensity,0.270845921
i,7,648.5,Carlina acaulis,ZInsectDensity,0.271186441
i,2,737.4,Lotus maritimus,ZInsectDensity,0.271541201
i,3,711.5,Taraxacum sp#,ZInsectDensity,0.274825336
i,7,648.5,Polygala comosa,ZInsectDensity,0.275423729
a,2,984.9,Ligustrum vulgare,ZInsectDensity,0.27649185
a,4,1002.8,Carlina acaulis,ZInsectDensity,0.278792336
a,5,1001,Bellis perennis,ZInsectDensity,0.27979146
a,3,949.8,Hippocrepis comosa,ZInsectDensity,0.28021148
i,5,684.5,Sedum album,ZInsectDensity,0.282011095
n,4,1420,Cerastium sp#,ZInsectDensity,0.282538799
a,5,1001,Arabis/Arabidopsis,ZInsectDensity,0.282992029
a,5,1001,Centaurium sp#,ZInsectDensity,0.283018868
a,3,949.8,Sedum sp# yellow,ZInsectDensity,0.283987915
i,2,737.4,Cichorium intybus,ZInsectDensity,0.28457226
i,7,648.5,Achillea millefolium,ZInsectDensity,0.288135593
n,4,1420,Potentilla sp#,ZInsectDensity,0.288690904
a,3,949.8,Plantago lanceolata,ZInsectDensity,0.290518991
a,1,1020.6,Medicago lupulina,ZInsectDensity,0.292072706
a,4,1002.8,Parnassia palustris,ZInsectDensity,0.292188767
o,3,1612.7,Sanguisorba minor,ZInsectDensity,0.292408751
u,2,1749.2,Bellis perennis,ZInsectDensity,0.292430596
a,3,949.8,Trifolium repens,ZInsectDensity,0.293544913
i,7,648.5,Lotus maritimus,ZInsectDensity,0.293716412
a,5,1001,Gentiana verna,ZInsectDensity,0.294319926
i,3,711.5,Geranium sp#,ZInsectDensity,0.29451892
a,5,1001,Salvia pratensis,ZInsectDensity,0.295795073
i,5,684.5,Silene vulgaris,ZInsectDensity,0.297261119
o,3,1612.7,Gymnadenia conopsea,ZInsectDensity,0.297436832
u,1,1745.8,Cirsium acaule,ZInsectDensity,0.298506391
a,4,1002.8,Potentilla sp#,ZInsectDensity,0.298834664
i,7,648.5,Aster amellus,ZInsectDensity,0.298964218
a,4,1002.8,Leucanthemum vulgare,ZInsectDensity,0.30095443
n,5,1398.6,Cerastium sp#,ZInsectDensity,0.301013173
o,4,1576.2,Galium sp#,ZInsectDensity,0.301305066
a,1,1020.6,Buphthalmum salicifolium,ZInsectDensity,0.301611015
a,5,1001,Atroba belladonna,ZInsectDensity,0.302272978
i,1,766.3,Geranium sanguineum?,ZInsectDensity,0.304212378
n,3,1407.7,Ononis spinosa,ZInsectDensity,0.305177112
i,4,702.4,Anthyllis vulneraria,ZInsectDensity,0.30529595
i,7,648.5,Plantago lanceolata,ZInsectDensity,0.30636999
i,6,702.2,Ranunculus sp#,ZInsectDensity,0.307198378
a,5,1001,Sedum sp# yellow,ZInsectDensity,0.30734856
a,3,949.8,Arabis/Arabidopsis,ZInsectDensity,0.308930808
a,2,984.9,Anacamptis pyramidalis,ZInsectDensity,0.309100546
a,2,984.9,Rosa sp#,ZInsectDensity,0.309100546
n,2,1405.5,Aegopodium podagraria,ZInsectDensity,0.311881188
i,6,702.2,Lathyrus pratensis,ZInsectDensity,0.311945987
i,3,711.5,Plantago lanceolata,ZInsectDensity,0.313077718
n,3,1407.7,Taraxacum sp#,ZInsectDensity,0.313351499
i,7,648.5,Cirsium acaule,ZInsectDensity,0.313559322
i,6,702.2,Solanum dulgamara,ZInsectDensity,0.313707702
i,4,702.4,Campanula glomerata,ZInsectDensity,0.316718588
n,1,1390.3,Lathyrus pratensis,ZInsectDensity,0.318078011
i,3,711.5,Stachys officinalis,ZInsectDensity,0.32014044
i,5,684.5,Ranunculus sp#,ZInsectDensity,0.32023946
i,3,711.5,Trifolium campestre,ZInsectDensity,0.321736355
u,1,1745.8,Lathyrus pratensis,ZInsectDensity,0.322747529
a,2,984.9,Orchis ustulata,ZInsectDensity,0.323708908
i,5,684.5,Anthericum ramosum,ZInsectDensity,0.326684145
n,4,1420,Arabis/Arabidopsis,ZInsectDensity,0.327076448
i,4,702.4,Campanula sp#,ZInsectDensity,0.327102804
i,6,702.2,Carlina acaulis,ZInsectDensity,0.327839882
o,3,1612.7,Leucanthemum vulgare,ZInsectDensity,0.328220954
i,1,766.3,Plantago lanceolata,ZInsectDensity,0.328993448
a,5,1001,Sambucus sp#,ZInsectDensity,0.32979146
a,4,1002.8,Allium carinatum,ZInsectDensity,0.329934632
a,4,1002.8,Stachys officinalis,ZInsectDensity,0.329934632
o,3,1612.7,Aegopodium podagraria,ZInsectDensity,0.330468434
a,3,949.8,Medicago lupulina,ZInsectDensity,0.331117825
n,4,1420,Atroba belladonna,ZInsectDensity,0.331461827
u,1,1745.8,Centaurea sp#,ZInsectDensity,0.331753555
a,5,1001,Polygala vulgaris,ZInsectDensity,0.332671301
n,4,1420,Asperula cynanchica,ZInsectDensity,0.336410883
n,5,1398.6,Globularia nudicaulis,ZInsectDensity,0.336918474
i,5,684.5,Salvia pratensis,ZInsectDensity,0.338243025
u,2,1749.2,Carlina acaulis,ZInsectDensity,0.339652722
n,2,1405.5,Cirsium acaule,ZInsectDensity,0.339727723
i,5,684.5,Hippocrepis comosa,ZInsectDensity,0.340322245
i,6,702.2,Vincetoxicum hirundinaria,ZInsectDensity,0.342745085
a,6,981.9,Plantago lanceolata,ZInsectDensity,0.343601459
a,5,1001,Plantago lanceolata,ZInsectDensity,0.343741342
i,6,702.2,Plantago media,ZInsectDensity,0.344559479
i,6,702.2,Valeriana,ZInsectDensity,0.34498411
a,3,949.8,Vicia cracca,ZInsectDensity,0.345108064
i,3,711.5,Echium vulgare,ZInsectDensity,0.345228216
a,5,1001,Lathyrus pratensis,ZInsectDensity,0.345580933
i,6,702.2,Geranium sanguineum?,ZInsectDensity,0.34599562
a,1,1020.6,Carum carvi,ZInsectDensity,0.346179146
u,1,1745.8,Galium sp#,ZInsectDensity,0.347623151
a,2,984.9,Medicago sativa,ZInsectDensity,0.349214864
n,5,1398.6,Carduus defloratus,ZInsectDensity,0.349419465
a,1,1020.6,Peucedanum sp#,ZInsectDensity,0.350755636
o,4,1576.2,Knautia/ Scabiosa,ZInsectDensity,0.35134211
a,3,949.8,Rubus sp#,ZInsectDensity,0.351354216
i,1,766.3,Convolvulus arvensis,ZInsectDensity,0.352587384
i,4,702.4,Peucedanum sp#,ZInsectDensity,0.353063344
n,1,1390.3,Silene nutans,ZInsectDensity,0.3547495
u,2,1749.2,Galium sp#,ZInsectDensity,0.354930596
a,5,1001,Trifolium montana,ZInsectDensity,0.355222398
i,6,702.2,Globularia nudicaulis,ZInsectDensity,0.355402938
i,2,737.4,Carlina acaulis,ZInsectDensity,0.355429819
i,2,737.4,Galium sp#,ZInsectDensity,0.355429819
a,1,1020.6,Arabis/Arabidopsis,ZInsectDensity,0.356243829
u,2,1749.2,Trifolium montana,ZInsectDensity,0.357772155
i,1,766.3,Lathyrus pratensis,ZInsectDensity,0.357871041
a,5,1001,Crepis/Hieracium,ZInsectDensity,0.359748428
o,4,1576.2,Cirsium arvense,ZInsectDensity,0.359939428
i,3,711.5,Vicia cracca,ZInsectDensity,0.360747597
i,3,711.5,Salvia pratensis,ZInsectDensity,0.36092751
o,4,1576.2,Hypericum sp#,ZInsectDensity,0.362027697
i,3,711.5,Ranunculus sp#,ZInsectDensity,0.363037417
a,3,949.8,Globularia nudicaulis,ZInsectDensity,0.363544814
o,4,1576.2,Hieracium pilosella,ZInsectDensity,0.363849275
i,5,684.5,Plantago lanceolata,ZInsectDensity,0.364167051
n,5,1398.6,Leucanthemum vulgare,ZInsectDensity,0.364790721
o,4,1576.2,Melampyrum sylvaticum,ZInsectDensity,0.365428088
i,6,702.2,Leucanthemum vulgare,ZInsectDensity,0.366415978
i,3,711.5,Potentilla erecta,ZInsectDensity,0.367223463
