"","Meadow","Site","Species1","Species2","Schoener","MeadowSite","Elevation"
"71","i","3","MinOfHippocrepiscomosa","DipteraMuscidaeDensity",NA,"i3",711.5
"72","i","3","MinOfHypericumsp","DipteraMuscidaeDensity",0.537440461065765,"i3",711.5
"73","i","3","MinOfKnautia.Scabiosa","DipteraMuscidaeDensity",0.443942592668069,"i3",711.5
"74","i","3","MinOfLamiumalbum","DipteraMuscidaeDensity",NA,"i3",711.5
"75","i","3","MinOfLathyruspratensis","DipteraMuscidaeDensity",0.284387424232613,"i3",711.5
"76","i","3","MinOfLathyrussp","DipteraMuscidaeDensity",NA,"i3",711.5
"77","i","3","MinOfLeucanthemumvulgare","DipteraMuscidaeDensity",0.180712276896534,"i3",711.5
"78","i","3","MinOfLigustrumvulgare","DipteraMuscidaeDensity",NA,"i3",711.5
"79","i","3","MinOfLotuscorniculatus","DipteraMuscidaeDensity",0.550110876834807,"i3",711.5
"80","i","3","MinOfLotusmaritimus","DipteraMuscidaeDensity",NA,"i3",711.5
"81","i","3","MinOfMaianthemumbifolium","DipteraMuscidaeDensity",NA,"i3",711.5
"82","i","3","MinOfMalvaneglecta","DipteraMuscidaeDensity",NA,"i3",711.5
"83","i","3","MinOfMedicagolupulina","DipteraMuscidaeDensity",0.428184825333905,"i3",711.5
"84","i","3","MinOfMedicagominima","DipteraMuscidaeDensity",NA,"i3",711.5
"85","i","3","MinOfMedicagosativa","DipteraMuscidaeDensity",0.624082650411173,"i3",711.5
"86","i","3","MinOfMelampyrumsylvaticum","DipteraMuscidaeDensity",NA,"i3",711.5
"87","i","3","MinOfMycelismuralis","DipteraMuscidaeDensity",NA,"i3",711.5
"88","i","3","MinOfMyosotessp","DipteraMuscidaeDensity",NA,"i3",711.5
"89","i","3","MinOfNeottiaovata","DipteraMuscidaeDensity",NA,"i3",711.5
"90","i","3","MinOfOdontitesluteus","DipteraMuscidaeDensity",NA,"i3",711.5
"91","i","3","MinOfOnobrychisvicifolia","DipteraMuscidaeDensity",NA,"i3",711.5
"92","i","3","MinOfOnonisspinosa","DipteraMuscidaeDensity",0.48488139640722,"i3",711.5
"93","i","3","MinOfOphrusapifera","DipteraMuscidaeDensity",NA,"i3",711.5
"94","i","3","MinOfOphrusinsectifera","DipteraMuscidaeDensity",NA,"i3",711.5
"95","i","3","MinOfOrchismascula","DipteraMuscidaeDensity",NA,"i3",711.5
"96","i","3","MinOfOrchisustulata","DipteraMuscidaeDensity",NA,"i3",711.5
"97","i","3","MinOfOriganumvulgare","DipteraMuscidaeDensity",NA,"i3",711.5
"98","i","3","MinOfParnassiapalustris","DipteraMuscidaeDensity",NA,"i3",711.5
"99","i","3","MinOfPastinacasativa","DipteraMuscidaeDensity",0.437043662002322,"i3",711.5
"100","i","3","MinOfPeucedanumsp","DipteraMuscidaeDensity",0.505587852261319,"i3",711.5
"101","i","3","MinOfPhyteumaorbiculare","DipteraMuscidaeDensity",NA,"i3",711.5
"102","i","3","MinOfPimpinellasp","DipteraMuscidaeDensity",0.535772478865882,"i3",711.5
"103","i","3","MinOfPlantagolanceolata","DipteraMuscidaeDensity",0.394540776806472,"i3",711.5
"104","i","3","MinOfPlantagomajor","DipteraMuscidaeDensity",NA,"i3",711.5
"105","i","3","MinOfPlantagomedia","DipteraMuscidaeDensity",0.260573624684723,"i3",711.5
"106","i","3","MinOfPlantherabifolia","DipteraMuscidaeDensity",NA,"i3",711.5
"107","i","3","MinOfPlatantherachlorantha","DipteraMuscidaeDensity",NA,"i3",711.5
"108","i","3","MinOfPolygalaalpestris","DipteraMuscidaeDensity",NA,"i3",711.5
"109","i","3","MinOfPolygalacomosa","DipteraMuscidaeDensity",NA,"i3",711.5
"110","i","3","MinOfPolygalavulgaris","DipteraMuscidaeDensity",NA,"i3",711.5
"111","i","3","MinOfPolygonumaviculare","DipteraMuscidaeDensity",NA,"i3",711.5
"112","i","3","MinOfPotentillaerecta","DipteraMuscidaeDensity",0.333259831017993,"i3",711.5
"113","i","3","MinOfPotentillasp","DipteraMuscidaeDensity",NA,"i3",711.5
"114","i","3","MinOfPrimulaveris","DipteraMuscidaeDensity",NA,"i3",711.5
"115","i","3","MinOfPrunellasp","DipteraMuscidaeDensity",0.508368150076561,"i3",711.5
"116","i","3","MinOfPulsatillasp","DipteraMuscidaeDensity",NA,"i3",711.5
"117","i","3","MinOfRanunculussp","DipteraMuscidaeDensity",0.393303918426757,"i3",711.5
"118","i","3","MinOfRhinanthusminor","DipteraMuscidaeDensity",NA,"i3",711.5
"119","i","3","MinOfResedalutea","DipteraMuscidaeDensity",NA,"i3",711.5
"120","i","3","MinOfRosasp","DipteraMuscidaeDensity",0.0537903844449815,"i3",711.5
"121","i","3","MinOfRubussp","DipteraMuscidaeDensity",NA,"i3",711.5
"122","i","3","MinOfRumexsp","DipteraMuscidaeDensity",NA,"i3",711.5
"123","i","3","MinOfSalviapratensis","DipteraMuscidaeDensity",0.394595994947524,"i3",711.5
"124","i","3","MinOfSambucussp","DipteraMuscidaeDensity",NA,"i3",711.5
"125","i","3","MinOfSanguisorbaminor","DipteraMuscidaeDensity",NA,"i3",711.5
"126","i","3","MinOfSaponariaocymoides.","DipteraMuscidaeDensity",NA,"i3",711.5
"127","i","3","MinOfSedumspyellow","DipteraMuscidaeDensity",NA,"i3",711.5
"128","i","3","MinOfSedumalbum","DipteraMuscidaeDensity",0.269419665284037,"i3",711.5
"129","i","3","MinOfSeneciosp","DipteraMuscidaeDensity",NA,"i3",711.5
"130","i","3","MinOfSilenedioica","DipteraMuscidaeDensity",NA,"i3",711.5
"131","i","3","MinOfSilenenutans","DipteraMuscidaeDensity",NA,"i3",711.5
"132","i","3","MinOfSilenevulgaris","DipteraMuscidaeDensity",0.284387424232613,"i3",711.5
"133","i","3","MinOfSisymbriumofficinale","DipteraMuscidaeDensity",NA,"i3",711.5
"134","i","3","MinOfSolanumdulgamara","DipteraMuscidaeDensity",NA,"i3",711.5
"135","i","3","MinOfSolidagovirgaurea","DipteraMuscidaeDensity",NA,"i3",711.5
"136","i","3","MinOfSpiranthesspiralis","DipteraMuscidaeDensity",NA,"i3",711.5
"137","i","3","MinOfStachysofficinalis","DipteraMuscidaeDensity",0.248371253933722,"i3",711.5
"138","i","3","MinOfStachysrecta","DipteraMuscidaeDensity",0.0589355517808832,"i3",711.5
"139","i","3","MinOfTaraxacumsp","DipteraMuscidaeDensity",0.0537903844449815,"i3",711.5
"140","i","3","MinOfTeucriumchamaedris","DipteraMuscidaeDensity",NA,"i3",711.5
"141","i","3","MinOfTeuriummontanum","DipteraMuscidaeDensity",NA,"i3",711.5
"142","i","3","MinOfThesiumsp","DipteraMuscidaeDensity",NA,"i3",711.5
"143","i","3","MinOfThymussp","DipteraMuscidaeDensity",0.452611399529004,"i3",711.5
"144","i","3","MinOfTragopodonpratensis","DipteraMuscidaeDensity",NA,"i3",711.5
"145","i","3","MinOfTrifoliumcampestre","DipteraMuscidaeDensity",0.189435702152839,"i3",711.5
"146","i","3","MinOfTrifoliumbadium","DipteraMuscidaeDensity",NA,"i3",711.5
"147","i","3","MinOfTrifoliummontana","DipteraMuscidaeDensity",0.491451844542351,"i3",711.5
"148","i","3","MinOfTrifoliumpratense","DipteraMuscidaeDensity",0.470078112214686,"i3",711.5
"149","i","3","MinOfTrifoliumrepens","DipteraMuscidaeDensity",0.466435386346169,"i3",711.5
"150","i","3","MinOfTrolleiseuropaeus","DipteraMuscidaeDensity",NA,"i3",711.5
"151","i","3","MinOfUrticadioica","DipteraMuscidaeDensity",NA,"i3",711.5
"152","i","3","MinOfVacciniumvitis.idaea","DipteraMuscidaeDensity",NA,"i3",711.5
"153","i","3","MinOfValeriana","DipteraMuscidaeDensity",NA,"i3",711.5
"154","i","3","MinOfVerbenaofficinalis","DipteraMuscidaeDensity",0.303097123444542,"i3",711.5
"155","i","3","MinOfVeronicachamaedris","DipteraMuscidaeDensity",0.0537903844449815,"i3",711.5
"156","i","3","MinOfVeronicaofficinalis","DipteraMuscidaeDensity",NA,"i3",711.5
"157","i","3","MinOfVeronicaspicata","DipteraMuscidaeDensity",0.554738263777313,"i3",711.5
"158","i","3","MinOfVeronicateucrium","DipteraMuscidaeDensity",NA,"i3",711.5
"159","i","3","MinOfVeronicasp","DipteraMuscidaeDensity",NA,"i3",711.5
"160","i","3","MinOfViciacracca","DipteraMuscidaeDensity",0.476830042442985,"i3",711.5
"161","i","3","MinOfViciasepium","DipteraMuscidaeDensity",NA,"i3",711.5
"162","i","3","MinOfVincetoxicumhirundinaria","DipteraMuscidaeDensity",NA,"i3",711.5
"163","i","3","MinOfViolasp","DipteraMuscidaeDensity",NA,"i3",711.5
"164","i","1","MinOfAchilleamillefolium","DipteraMuscidaeDensity",0.695954436930732,"i1",766.3
"165","i","1","MinOfAcinosalpinus","DipteraMuscidaeDensity",NA,"i1",766.3
"166","i","1","MinOfAconitumnapellus","DipteraMuscidaeDensity",NA,"i1",766.3
"167","i","1","MinOfAconitumanthora","DipteraMuscidaeDensity",NA,"i1",766.3
"168","i","1","MinOfAegopodiumpodagraria","DipteraMuscidaeDensity",NA,"i1",766.3
"169","i","1","MinOfAgrimoniaeupatoria","DipteraMuscidaeDensity",0.673913551377074,"i1",766.3
"170","i","1","MinOfAjugareptans","DipteraMuscidaeDensity",NA,"i1",766.3
"171","i","1","MinOfAjugapyramidalis","DipteraMuscidaeDensity",NA,"i1",766.3
"172","i","1","MinOfAlchemillasp","DipteraMuscidaeDensity",NA,"i1",766.3
"173","i","1","MinOfAlliumcarinatum","DipteraMuscidaeDensity",0.0941750962943509,"i1",766.3
"174","i","1","MinOfAnacamptispyramidalis","DipteraMuscidaeDensity",NA,"i1",766.3
"175","i","1","MinOfAnemonenarcissiflora","DipteraMuscidaeDensity",NA,"i1",766.3
"176","i","1","MinOfAnthericumramosum","DipteraMuscidaeDensity",0.395959646871218,"i1",766.3
"177","i","1","MinOfAnthyllisvulneraria","DipteraMuscidaeDensity",NA,"i1",766.3
"178","i","1","MinOfApiaceaesp","DipteraMuscidaeDensity",NA,"i1",766.3
"179","i","1","MinOfArabis.Arabidopsis","DipteraMuscidaeDensity",NA,"i1",766.3
"180","i","1","MinOfArenaria.Linumym","DipteraMuscidaeDensity",NA,"i1",766.3
"181","i","1","MinOfArnicamontana","DipteraMuscidaeDensity",NA,"i1",766.3
"182","i","1","MinOfAsperulacynanchica","DipteraMuscidaeDensity",0.500097231189652,"i1",766.3
"183","i","1","MinOfAsteramellus","DipteraMuscidaeDensity",0.207185211010293,"i1",766.3
"184","i","1","MinOfAsterbellidiastrum","DipteraMuscidaeDensity",NA,"i1",766.3
"185","i","1","MinOfAtrobabelladonna","DipteraMuscidaeDensity",0.343006627279844,"i1",766.3
"186","i","1","MinOfBellisperennis","DipteraMuscidaeDensity",NA,"i1",766.3
"187","i","1","MinOfBistortavivipara","DipteraMuscidaeDensity",NA,"i1",766.3
"188","i","1","MinOfBuphthalmumsalicifolium","DipteraMuscidaeDensity",0.564215222038563,"i1",766.3
"189","i","1","MinOfCarumcarvi","DipteraMuscidaeDensity",NA,"i1",766.3
"190","i","1","MinOfClinopodiumvulgare","DipteraMuscidaeDensity",0.632582973842089,"i1",766.3
"191","i","1","MinOfCampanulaglomerata","DipteraMuscidaeDensity",0.442647428213546,"i1",766.3
"192","i","1","MinOfCampanulasp","DipteraMuscidaeDensity",0.476925182780269,"i1",766.3
"193","i","1","MinOfCapsellabursa.pastoris","DipteraMuscidaeDensity",NA,"i1",766.3
"194","i","1","MinOfCarduusdefloratus","DipteraMuscidaeDensity",NA,"i1",766.3
"195","i","1","MinOfCarduusnutans","DipteraMuscidaeDensity",0.423984129601589,"i1",766.3
"196","i","1","MinOfCarlinaacaulis","DipteraMuscidaeDensity",NA,"i1",766.3
"197","i","1","MinOfCarlinavulgaris","DipteraMuscidaeDensity",NA,"i1",766.3
"198","i","1","MinOfCentaureasp","DipteraMuscidaeDensity",0.561555167553403,"i1",766.3
"199","i","1","MinOfCentauriumsp","DipteraMuscidaeDensity",NA,"i1",766.3
"200","i","1","MinOfCephalantheralongifolia","DipteraMuscidaeDensity",NA,"i1",766.3
"201","i","1","MinOfCerastiumsp","DipteraMuscidaeDensity",0.186257411717481,"i1",766.3
"202","i","1","MinOfChenopodiumsp","DipteraMuscidaeDensity",NA,"i1",766.3
"203","i","1","MinOfCichoriumintybus","DipteraMuscidaeDensity",NA,"i1",766.3
"204","i","1","MinOfCirsiumarvense","DipteraMuscidaeDensity",0.710168340127904,"i1",766.3
"205","i","1","MinOfCirsiumacaule","DipteraMuscidaeDensity",NA,"i1",766.3
"206","i","1","MinOfCoeglossumviride","DipteraMuscidaeDensity",NA,"i1",766.3
"207","i","1","MinOfConyzasp","DipteraMuscidaeDensity",NA,"i1",766.3
"208","i","1","MinOfConvolvulusarvensis","DipteraMuscidaeDensity",0.455230851333508,"i1",766.3
"209","i","1","MinOfCrepissp","DipteraMuscidaeDensity",NA,"i1",766.3
"210","i","1","MinOfCrepissp2","DipteraMuscidaeDensity",NA,"i1",766.3
"211","i","1","MinOfCrepis.Hieracium","DipteraMuscidaeDensity",NA,"i1",766.3
"212","i","1","MinOfCrepis.Hieracium.Leontodon","DipteraMuscidaeDensity",0.399819678428572,"i1",766.3
"213","i","1","MinOfCuscutaeuropaeae","DipteraMuscidaeDensity",NA,"i1",766.3
"214","i","1","MinOfDaucuscarota","DipteraMuscidaeDensity",0.572798199031407,"i1",766.3
"215","i","1","MinOfDianthussp","DipteraMuscidaeDensity",NA,"i1",766.3
"216","i","1","MinOfEchiumvulgare","DipteraMuscidaeDensity",0.100453435768215,"i1",766.3
"217","i","1","MinOfEpilobiumsp","DipteraMuscidaeDensity",NA,"i1",766.3
"218","i","1","MinOfEuphrasiasp","DipteraMuscidaeDensity",NA,"i1",766.3
"219","i","1","MinOfEuphorbiacyparissias","DipteraMuscidaeDensity",0.0502267178841073,"i1",766.3
"220","i","1","MinOfFragariasp","DipteraMuscidaeDensity",NA,"i1",766.3
"221","i","1","MinOfGaliumverum","DipteraMuscidaeDensity",0.711634278318721,"i1",766.3
"222","i","1","MinOfGaliumsp","DipteraMuscidaeDensity",0.236484129601589,"i1",766.3
"223","i","1","MinOfGentianasp","DipteraMuscidaeDensity",NA,"i1",766.3
"224","i","1","MinOfGentianaverna","DipteraMuscidaeDensity",NA,"i1",766.3
"225","i","1","MinOfGeraniumsylvaticum","DipteraMuscidaeDensity",NA,"i1",766.3
"226","i","1","MinOfGeraniumpusillum","DipteraMuscidaeDensity",NA,"i1",766.3
"227","i","1","MinOfGeraniumsanguineum.","DipteraMuscidaeDensity",0.305197069967583,"i1",766.3
"228","i","1","MinOfGeraniumsp","DipteraMuscidaeDensity",0.136030693833374,"i1",766.3
"229","i","1","MinOfGlobularianudicaulis","DipteraMuscidaeDensity",0.137410716055166,"i1",766.3
"230","i","1","MinOfGlobulariacardiflora","DipteraMuscidaeDensity",NA,"i1",766.3
"231","i","1","MinOfGymnadeniaconopsea","DipteraMuscidaeDensity",NA,"i1",766.3
"232","i","1","MinOfHelianthemumnummularium","DipteraMuscidaeDensity",0.768632539662171,"i1",766.3
"233","i","1","MinOfHieraciumpilosella","DipteraMuscidaeDensity",NA,"i1",766.3
"234","i","1","MinOfHippocrepiscomosa","DipteraMuscidaeDensity",0.355197069967583,"i1",766.3
"235","i","1","MinOfHypericumsp","DipteraMuscidaeDensity",NA,"i1",766.3
"236","i","1","MinOfKnautia.Scabiosa","DipteraMuscidaeDensity",0.411521916613339,"i1",766.3
"237","i","1","MinOfLamiumalbum","DipteraMuscidaeDensity",NA,"i1",766.3
"238","i","1","MinOfLathyruspratensis","DipteraMuscidaeDensity",0.298221136521112,"i1",766.3
"239","i","1","MinOfLathyrussp","DipteraMuscidaeDensity",NA,"i1",766.3
"240","i","1","MinOfLeucanthemumvulgare","DipteraMuscidaeDensity",0.554665947783407,"i1",766.3
"241","i","1","MinOfLigustrumvulgare","DipteraMuscidaeDensity",0.00697593344647018,"i1",766.3
"242","i","1","MinOfLotuscorniculatus","DipteraMuscidaeDensity",0.569459723509584,"i1",766.3
"243","i","1","MinOfLotusmaritimus","DipteraMuscidaeDensity",0.292690219160756,"i1",766.3
"244","i","1","MinOfMaianthemumbifolium","DipteraMuscidaeDensity",NA,"i1",766.3
"245","i","1","MinOfMalvaneglecta","DipteraMuscidaeDensity",NA,"i1",766.3
"246","i","1","MinOfMedicagolupulina","DipteraMuscidaeDensity",0.186257411717481,"i1",766.3
"247","i","1","MinOfMedicagominima","DipteraMuscidaeDensity",NA,"i1",766.3
"248","i","1","MinOfMedicagosativa","DipteraMuscidaeDensity",0.663142927047497,"i1",766.3
"249","i","1","MinOfMelampyrumsylvaticum","DipteraMuscidaeDensity",NA,"i1",766.3
"250","i","1","MinOfMycelismuralis","DipteraMuscidaeDensity",NA,"i1",766.3
"251","i","1","MinOfMyosotessp","DipteraMuscidaeDensity",NA,"i1",766.3
"252","i","1","MinOfNeottiaovata","DipteraMuscidaeDensity",NA,"i1",766.3
"253","i","1","MinOfOdontitesluteus","DipteraMuscidaeDensity",0.0502267178841073,"i1",766.3
"254","i","1","MinOfOnobrychisvicifolia","DipteraMuscidaeDensity",NA,"i1",766.3
"255","i","1","MinOfOnonisspinosa","DipteraMuscidaeDensity",0.671044512303627,"i1",766.3
"256","i","1","MinOfOphrusapifera","DipteraMuscidaeDensity",NA,"i1",766.3
"257","i","1","MinOfOphrusinsectifera","DipteraMuscidaeDensity",NA,"i1",766.3
"258","i","1","MinOfOrchismascula","DipteraMuscidaeDensity",NA,"i1",766.3
"259","i","1","MinOfOrchisustulata","DipteraMuscidaeDensity",0.00697593344647018,"i1",766.3
"260","i","1","MinOfOriganumvulgare","DipteraMuscidaeDensity",0.557356532015341,"i1",766.3
"261","i","1","MinOfParnassiapalustris","DipteraMuscidaeDensity",NA,"i1",766.3
"262","i","1","MinOfPastinacasativa","DipteraMuscidaeDensity",NA,"i1",766.3
"263","i","1","MinOfPeucedanumsp","DipteraMuscidaeDensity",0.63400615750394,"i1",766.3
"264","i","1","MinOfPhyteumaorbiculare","DipteraMuscidaeDensity",NA,"i1",766.3
"265","i","1","MinOfPimpinellasp","DipteraMuscidaeDensity",0.604920358522084,"i1",766.3
"266","i","1","MinOfPlantagolanceolata","DipteraMuscidaeDensity",0.386829723028807,"i1",766.3
"267","i","1","MinOfPlantagomajor","DipteraMuscidaeDensity",NA,"i1",766.3
"268","i","1","MinOfPlantagomedia","DipteraMuscidaeDensity",0.305197069967583,"i1",766.3
"269","i","1","MinOfPlantherabifolia","DipteraMuscidaeDensity",NA,"i1",766.3
"270","i","1","MinOfPlatantherachlorantha","DipteraMuscidaeDensity",NA,"i1",766.3
"271","i","1","MinOfPolygalaalpestris","DipteraMuscidaeDensity",NA,"i1",766.3
"272","i","1","MinOfPolygalacomosa","DipteraMuscidaeDensity",0.309673293946511,"i1",766.3
"273","i","1","MinOfPolygalavulgaris","DipteraMuscidaeDensity",NA,"i1",766.3
"274","i","1","MinOfPolygonumaviculare","DipteraMuscidaeDensity",NA,"i1",766.3
"275","i","1","MinOfPotentillaerecta","DipteraMuscidaeDensity",0.163934426572655,"i1",766.3
"276","i","1","MinOfPotentillasp","DipteraMuscidaeDensity",0.434251830354487,"i1",766.3
"277","i","1","MinOfPrimulaveris","DipteraMuscidaeDensity",NA,"i1",766.3
"278","i","1","MinOfPrunellasp","DipteraMuscidaeDensity",0.638970941458302,"i1",766.3
"279","i","1","MinOfPulsatillasp","DipteraMuscidaeDensity",NA,"i1",766.3
"280","i","1","MinOfRanunculussp","DipteraMuscidaeDensity",0.524505814682046,"i1",766.3
"281","i","1","MinOfRhinanthusminor","DipteraMuscidaeDensity",NA,"i1",766.3
"282","i","1","MinOfResedalutea","DipteraMuscidaeDensity",NA,"i1",766.3
"283","i","1","MinOfRosasp","DipteraMuscidaeDensity",0.00697593344647018,"i1",766.3
"284","i","1","MinOfRubussp","DipteraMuscidaeDensity",0.0392339979625992,"i1",766.3
"285","i","1","MinOfRumexsp","DipteraMuscidaeDensity",NA,"i1",766.3
"286","i","1","MinOfSalviapratensis","DipteraMuscidaeDensity",0.479741321157395,"i1",766.3
"287","i","1","MinOfSambucussp","DipteraMuscidaeDensity",NA,"i1",766.3
"288","i","1","MinOfSanguisorbaminor","DipteraMuscidaeDensity",0.298221136521112,"i1",766.3
"289","i","1","MinOfSaponariaocymoides.","DipteraMuscidaeDensity",NA,"i1",766.3
"290","i","1","MinOfSedumspyellow","DipteraMuscidaeDensity",NA,"i1",766.3
"291","i","1","MinOfSedumalbum","DipteraMuscidaeDensity",NA,"i1",766.3
"292","i","1","MinOfSeneciosp","DipteraMuscidaeDensity",NA,"i1",766.3
"293","i","1","MinOfSilenedioica","DipteraMuscidaeDensity",NA,"i1",766.3
"294","i","1","MinOfSilenenutans","DipteraMuscidaeDensity",NA,"i1",766.3
"295","i","1","MinOfSilenevulgaris","DipteraMuscidaeDensity",0.466509894870616,"i1",766.3
"296","i","1","MinOfSisymbriumofficinale","DipteraMuscidaeDensity",NA,"i1",766.3
