"","Meadow","Site","Species1","Species2","Schoener","MeadowSite","Elevation"
"61","i","3","MinOfGentianaverna","DipteraSyrphidaeDensity",NA,"i3",711.5
"62","i","3","MinOfGeraniumsylvaticum","DipteraSyrphidaeDensity",NA,"i3",711.5
"63","i","3","MinOfGeraniumpusillum","DipteraSyrphidaeDensity",0.289153515771999,"i3",711.5
"64","i","3","MinOfGeraniumsanguineum.","DipteraSyrphidaeDensity",NA,"i3",711.5
"65","i","3","MinOfGeraniumsp","DipteraSyrphidaeDensity",0.316942594779354,"i3",711.5
"66","i","3","MinOfGlobularianudicaulis","DipteraSyrphidaeDensity",NA,"i3",711.5
"67","i","3","MinOfGlobulariacardiflora","DipteraSyrphidaeDensity",NA,"i3",711.5
"68","i","3","MinOfGymnadeniaconopsea","DipteraSyrphidaeDensity",NA,"i3",711.5
"69","i","3","MinOfHelianthemumnummularium","DipteraSyrphidaeDensity",0.616504662352879,"i3",711.5
"70","i","3","MinOfHieraciumpilosella","DipteraSyrphidaeDensity",0.302321396737719,"i3",711.5
"71","i","3","MinOfHippocrepiscomosa","DipteraSyrphidaeDensity",NA,"i3",711.5
"72","i","3","MinOfHypericumsp","DipteraSyrphidaeDensity",0.543427404716475,"i3",711.5
"73","i","3","MinOfKnautia.Scabiosa","DipteraSyrphidaeDensity",0.66753139732178,"i3",711.5
"74","i","3","MinOfLamiumalbum","DipteraSyrphidaeDensity",NA,"i3",711.5
"75","i","3","MinOfLathyruspratensis","DipteraSyrphidaeDensity",0.253194169333843,"i3",711.5
"76","i","3","MinOfLathyrussp","DipteraSyrphidaeDensity",NA,"i3",711.5
"77","i","3","MinOfLeucanthemumvulgare","DipteraSyrphidaeDensity",0.230520442851265,"i3",711.5
"78","i","3","MinOfLigustrumvulgare","DipteraSyrphidaeDensity",NA,"i3",711.5
"79","i","3","MinOfLotuscorniculatus","DipteraSyrphidaeDensity",0.562264847508945,"i3",711.5
"80","i","3","MinOfLotusmaritimus","DipteraSyrphidaeDensity",NA,"i3",711.5
"81","i","3","MinOfMaianthemumbifolium","DipteraSyrphidaeDensity",NA,"i3",711.5
"82","i","3","MinOfMalvaneglecta","DipteraSyrphidaeDensity",NA,"i3",711.5
"83","i","3","MinOfMedicagolupulina","DipteraSyrphidaeDensity",0.47010322786908,"i3",711.5
"84","i","3","MinOfMedicagominima","DipteraSyrphidaeDensity",NA,"i3",711.5
"85","i","3","MinOfMedicagosativa","DipteraSyrphidaeDensity",0.815788306342534,"i3",711.5
"86","i","3","MinOfMelampyrumsylvaticum","DipteraSyrphidaeDensity",NA,"i3",711.5
"87","i","3","MinOfMycelismuralis","DipteraSyrphidaeDensity",NA,"i3",711.5
"88","i","3","MinOfMyosotessp","DipteraSyrphidaeDensity",NA,"i3",711.5
"89","i","3","MinOfNeottiaovata","DipteraSyrphidaeDensity",NA,"i3",711.5
"90","i","3","MinOfOdontitesluteus","DipteraSyrphidaeDensity",NA,"i3",711.5
"91","i","3","MinOfOnobrychisvicifolia","DipteraSyrphidaeDensity",NA,"i3",711.5
"92","i","3","MinOfOnonisspinosa","DipteraSyrphidaeDensity",0.630073047022695,"i3",711.5
"93","i","3","MinOfOphrusapifera","DipteraSyrphidaeDensity",NA,"i3",711.5
"94","i","3","MinOfOphrusinsectifera","DipteraSyrphidaeDensity",NA,"i3",711.5
"95","i","3","MinOfOrchismascula","DipteraSyrphidaeDensity",NA,"i3",711.5
"96","i","3","MinOfOrchisustulata","DipteraSyrphidaeDensity",NA,"i3",711.5
"97","i","3","MinOfOriganumvulgare","DipteraSyrphidaeDensity",NA,"i3",711.5
"98","i","3","MinOfParnassiapalustris","DipteraSyrphidaeDensity",NA,"i3",711.5
"99","i","3","MinOfPastinacasativa","DipteraSyrphidaeDensity",0.660632466656033,"i3",711.5
"100","i","3","MinOfPeucedanumsp","DipteraSyrphidaeDensity",0.385450782958696,"i3",711.5
"101","i","3","MinOfPhyteumaorbiculare","DipteraSyrphidaeDensity",NA,"i3",711.5
"102","i","3","MinOfPimpinellasp","DipteraSyrphidaeDensity",0.696501547829889,"i3",711.5
"103","i","3","MinOfPlantagolanceolata","DipteraSyrphidaeDensity",0.408945037417456,"i3",711.5
"104","i","3","MinOfPlantagomajor","DipteraSyrphidaeDensity",NA,"i3",711.5
"105","i","3","MinOfPlantagomedia","DipteraSyrphidaeDensity",0.294046047518466,"i3",711.5
"106","i","3","MinOfPlantherabifolia","DipteraSyrphidaeDensity",NA,"i3",711.5
"107","i","3","MinOfPlatantherachlorantha","DipteraSyrphidaeDensity",NA,"i3",711.5
"108","i","3","MinOfPolygalaalpestris","DipteraSyrphidaeDensity",NA,"i3",711.5
"109","i","3","MinOfPolygalacomosa","DipteraSyrphidaeDensity",NA,"i3",711.5
"110","i","3","MinOfPolygalavulgaris","DipteraSyrphidaeDensity",NA,"i3",711.5
"111","i","3","MinOfPolygonumaviculare","DipteraSyrphidaeDensity",NA,"i3",711.5
"112","i","3","MinOfPotentillaerecta","DipteraSyrphidaeDensity",0.302771279318345,"i3",711.5
"113","i","3","MinOfPotentillasp","DipteraSyrphidaeDensity",NA,"i3",711.5
"114","i","3","MinOfPrimulaveris","DipteraSyrphidaeDensity",NA,"i3",711.5
"115","i","3","MinOfPrunellasp","DipteraSyrphidaeDensity",0.650043481259713,"i3",711.5
"116","i","3","MinOfPulsatillasp","DipteraSyrphidaeDensity",NA,"i3",711.5
"117","i","3","MinOfRanunculussp","DipteraSyrphidaeDensity",0.407708179037741,"i3",711.5
"118","i","3","MinOfRhinanthusminor","DipteraSyrphidaeDensity",NA,"i3",711.5
"119","i","3","MinOfResedalutea","DipteraSyrphidaeDensity",NA,"i3",711.5
"120","i","3","MinOfRosasp","DipteraSyrphidaeDensity",0.031491811820658,"i3",711.5
"121","i","3","MinOfRubussp","DipteraSyrphidaeDensity",NA,"i3",711.5
"122","i","3","MinOfRumexsp","DipteraSyrphidaeDensity",NA,"i3",711.5
"123","i","3","MinOfSalviapratensis","DipteraSyrphidaeDensity",0.384364437746141,"i3",711.5
"124","i","3","MinOfSambucussp","DipteraSyrphidaeDensity",NA,"i3",711.5
"125","i","3","MinOfSanguisorbaminor","DipteraSyrphidaeDensity",NA,"i3",711.5
"126","i","3","MinOfSaponariaocymoides.","DipteraSyrphidaeDensity",NA,"i3",711.5
"127","i","3","MinOfSedumspyellow","DipteraSyrphidaeDensity",NA,"i3",711.5
"128","i","3","MinOfSedumalbum","DipteraSyrphidaeDensity",0.269254993759176,"i3",711.5
"129","i","3","MinOfSeneciosp","DipteraSyrphidaeDensity",NA,"i3",711.5
"130","i","3","MinOfSilenedioica","DipteraSyrphidaeDensity",NA,"i3",711.5
"131","i","3","MinOfSilenenutans","DipteraSyrphidaeDensity",NA,"i3",711.5
"132","i","3","MinOfSilenevulgaris","DipteraSyrphidaeDensity",0.253194169333844,"i3",711.5
"133","i","3","MinOfSisymbriumofficinale","DipteraSyrphidaeDensity",NA,"i3",711.5
"134","i","3","MinOfSolanumdulgamara","DipteraSyrphidaeDensity",NA,"i3",711.5
"135","i","3","MinOfSolidagovirgaurea","DipteraSyrphidaeDensity",NA,"i3",711.5
"136","i","3","MinOfSpiranthesspiralis","DipteraSyrphidaeDensity",NA,"i3",711.5
"137","i","3","MinOfStachysofficinalis","DipteraSyrphidaeDensity",0.19839841645413,"i3",711.5
"138","i","3","MinOfStachysrecta","DipteraSyrphidaeDensity",0.056685261844037,"i3",711.5
"139","i","3","MinOfTaraxacumsp","DipteraSyrphidaeDensity",0.031491811820658,"i3",711.5
"140","i","3","MinOfTeucriumchamaedris","DipteraSyrphidaeDensity",NA,"i3",711.5
"141","i","3","MinOfTeuriummontanum","DipteraSyrphidaeDensity",NA,"i3",711.5
"142","i","3","MinOfThesiumsp","DipteraSyrphidaeDensity",NA,"i3",711.5
"143","i","3","MinOfThymussp","DipteraSyrphidaeDensity",0.600027439789617,"i3",711.5
"144","i","3","MinOfTragopodonpratensis","DipteraSyrphidaeDensity",NA,"i3",711.5
"145","i","3","MinOfTrifoliumcampestre","DipteraSyrphidaeDensity",0.141713154610093,"i3",711.5
"146","i","3","MinOfTrifoliumbadium","DipteraSyrphidaeDensity",NA,"i3",711.5
"147","i","3","MinOfTrifoliummontana","DipteraSyrphidaeDensity",0.588332839389047,"i3",711.5
"148","i","3","MinOfTrifoliumpratense","DipteraSyrphidaeDensity",0.693666916868398,"i3",711.5
"149","i","3","MinOfTrifoliumrepens","DipteraSyrphidaeDensity",0.560960068471567,"i3",711.5
"150","i","3","MinOfTrolleiseuropaeus","DipteraSyrphidaeDensity",NA,"i3",711.5
"151","i","3","MinOfUrticadioica","DipteraSyrphidaeDensity",NA,"i3",711.5
"152","i","3","MinOfVacciniumvitis.idaea","DipteraSyrphidaeDensity",NA,"i3",711.5
"153","i","3","MinOfValeriana","DipteraSyrphidaeDensity",NA,"i3",711.5
"154","i","3","MinOfVerbenaofficinalis","DipteraSyrphidaeDensity",0.461040129901023,"i3",711.5
"155","i","3","MinOfVeronicachamaedris","DipteraSyrphidaeDensity",0.031491811820658,"i3",711.5
"156","i","3","MinOfVeronicaofficinalis","DipteraSyrphidaeDensity",NA,"i3",711.5
"157","i","3","MinOfVeronicaspicata","DipteraSyrphidaeDensity",0.552777568344338,"i3",711.5
"158","i","3","MinOfVeronicateucrium","DipteraSyrphidaeDensity",NA,"i3",711.5
"159","i","3","MinOfVeronicasp","DipteraSyrphidaeDensity",NA,"i3",711.5
"160","i","3","MinOfViciacracca","DipteraSyrphidaeDensity",0.598802493104673,"i3",711.5
"161","i","3","MinOfViciasepium","DipteraSyrphidaeDensity",NA,"i3",711.5
"162","i","3","MinOfVincetoxicumhirundinaria","DipteraSyrphidaeDensity",NA,"i3",711.5
"163","i","3","MinOfViolasp","DipteraSyrphidaeDensity",NA,"i3",711.5
"164","i","1","MinOfAchilleamillefolium","DipteraSyrphidaeDensity",0.611263598340908,"i1",766.3
"165","i","1","MinOfAcinosalpinus","DipteraSyrphidaeDensity",NA,"i1",766.3
"166","i","1","MinOfAconitumnapellus","DipteraSyrphidaeDensity",NA,"i1",766.3
"167","i","1","MinOfAconitumanthora","DipteraSyrphidaeDensity",NA,"i1",766.3
"168","i","1","MinOfAegopodiumpodagraria","DipteraSyrphidaeDensity",NA,"i1",766.3
"169","i","1","MinOfAgrimoniaeupatoria","DipteraSyrphidaeDensity",0.614000365700889,"i1",766.3
"170","i","1","MinOfAjugareptans","DipteraSyrphidaeDensity",NA,"i1",766.3
"171","i","1","MinOfAjugapyramidalis","DipteraSyrphidaeDensity",NA,"i1",766.3
"172","i","1","MinOfAlchemillasp","DipteraSyrphidaeDensity",NA,"i1",766.3
"173","i","1","MinOfAlliumcarinatum","DipteraSyrphidaeDensity",0.165441175294423,"i1",766.3
"174","i","1","MinOfAnacamptispyramidalis","DipteraSyrphidaeDensity",NA,"i1",766.3
"175","i","1","MinOfAnemonenarcissiflora","DipteraSyrphidaeDensity",NA,"i1",766.3
"176","i","1","MinOfAnthericumramosum","DipteraSyrphidaeDensity",0.488949177780017,"i1",766.3
"177","i","1","MinOfAnthyllisvulneraria","DipteraSyrphidaeDensity",NA,"i1",766.3
"178","i","1","MinOfApiaceaesp","DipteraSyrphidaeDensity",NA,"i1",766.3
"179","i","1","MinOfArabis.Arabidopsis","DipteraSyrphidaeDensity",NA,"i1",766.3
"180","i","1","MinOfArenaria.Linumym","DipteraSyrphidaeDensity",NA,"i1",766.3
"181","i","1","MinOfArnicamontana","DipteraSyrphidaeDensity",NA,"i1",766.3
"182","i","1","MinOfAsperulacynanchica","DipteraSyrphidaeDensity",0.589097476631969,"i1",766.3
"183","i","1","MinOfAsteramellus","DipteraSyrphidaeDensity",0.124080882849769,"i1",766.3
"184","i","1","MinOfAsterbellidiastrum","DipteraSyrphidaeDensity",NA,"i1",766.3
"185","i","1","MinOfAtrobabelladonna","DipteraSyrphidaeDensity",0.273529413387003,"i1",766.3
"186","i","1","MinOfBellisperennis","DipteraSyrphidaeDensity",NA,"i1",766.3
"187","i","1","MinOfBistortavivipara","DipteraSyrphidaeDensity",NA,"i1",766.3
"188","i","1","MinOfBuphthalmumsalicifolium","DipteraSyrphidaeDensity",0.658876050359332,"i1",766.3
"189","i","1","MinOfCarumcarvi","DipteraSyrphidaeDensity",NA,"i1",766.3
"190","i","1","MinOfClinopodiumvulgare","DipteraSyrphidaeDensity",0.547157805926693,"i1",766.3
"191","i","1","MinOfCampanulaglomerata","DipteraSyrphidaeDensity",0.491905313520481,"i1",766.3
"192","i","1","MinOfCampanulasp","DipteraSyrphidaeDensity",0.611798126577998,"i1",766.3
"193","i","1","MinOfCapsellabursa.pastoris","DipteraSyrphidaeDensity",NA,"i1",766.3
"194","i","1","MinOfCarduusdefloratus","DipteraSyrphidaeDensity",NA,"i1",766.3
"195","i","1","MinOfCarduusnutans","DipteraSyrphidaeDensity",0.512867646997987,"i1",766.3
"196","i","1","MinOfCarlinaacaulis","DipteraSyrphidaeDensity",NA,"i1",766.3
"197","i","1","MinOfCarlinavulgaris","DipteraSyrphidaeDensity",NA,"i1",766.3
"198","i","1","MinOfCentaureasp","DipteraSyrphidaeDensity",0.547407030314879,"i1",766.3
"199","i","1","MinOfCentauriumsp","DipteraSyrphidaeDensity",NA,"i1",766.3
"200","i","1","MinOfCephalantheralongifolia","DipteraSyrphidaeDensity",NA,"i1",766.3
"201","i","1","MinOfCerastiumsp","DipteraSyrphidaeDensity",0.0551470593507758,"i1",766.3
"202","i","1","MinOfChenopodiumsp","DipteraSyrphidaeDensity",NA,"i1",766.3
"203","i","1","MinOfCichoriumintybus","DipteraSyrphidaeDensity",NA,"i1",766.3
"204","i","1","MinOfCirsiumarvense","DipteraSyrphidaeDensity",0.690547599879022,"i1",766.3
"205","i","1","MinOfCirsiumacaule","DipteraSyrphidaeDensity",NA,"i1",766.3
"206","i","1","MinOfCoeglossumviride","DipteraSyrphidaeDensity",NA,"i1",766.3
"207","i","1","MinOfConyzasp","DipteraSyrphidaeDensity",NA,"i1",766.3
"208","i","1","MinOfConvolvulusarvensis","DipteraSyrphidaeDensity",0.448368726121201,"i1",766.3
"209","i","1","MinOfCrepissp","DipteraSyrphidaeDensity",NA,"i1",766.3
"210","i","1","MinOfCrepissp2","DipteraSyrphidaeDensity",NA,"i1",766.3
"211","i","1","MinOfCrepis.Hieracium","DipteraSyrphidaeDensity",NA,"i1",766.3
"212","i","1","MinOfCrepis.Hieracium.Leontodon","DipteraSyrphidaeDensity",0.235831715785451,"i1",766.3
"213","i","1","MinOfCuscutaeuropaeae","DipteraSyrphidaeDensity",NA,"i1",766.3
"214","i","1","MinOfDaucuscarota","DipteraSyrphidaeDensity",0.533226340963302,"i1",766.3
"215","i","1","MinOfDianthussp","DipteraSyrphidaeDensity",NA,"i1",766.3
"216","i","1","MinOfEchiumvulgare","DipteraSyrphidaeDensity",0.2647058826774,"i1",766.3
"217","i","1","MinOfEpilobiumsp","DipteraSyrphidaeDensity",NA,"i1",766.3
"218","i","1","MinOfEuphrasiasp","DipteraSyrphidaeDensity",NA,"i1",766.3
"219","i","1","MinOfEuphorbiacyparissias","DipteraSyrphidaeDensity",0.0827205876472116,"i1",766.3
"220","i","1","MinOfFragariasp","DipteraSyrphidaeDensity",NA,"i1",766.3
"221","i","1","MinOfGaliumverum","DipteraSyrphidaeDensity",0.707190584760194,"i1",766.3
"222","i","1","MinOfGaliumsp","DipteraSyrphidaeDensity",0.319852942028176,"i1",766.3
"223","i","1","MinOfGentianasp","DipteraSyrphidaeDensity",NA,"i1",766.3
"224","i","1","MinOfGentianaverna","DipteraSyrphidaeDensity",NA,"i1",766.3
"225","i","1","MinOfGeraniumsylvaticum","DipteraSyrphidaeDensity",NA,"i1",766.3
"226","i","1","MinOfGeraniumpusillum","DipteraSyrphidaeDensity",NA,"i1",766.3
"227","i","1","MinOfGeraniumsanguineum.","DipteraSyrphidaeDensity",0.387904412180419,"i1",766.3
"228","i","1","MinOfGeraniumsp","DipteraSyrphidaeDensity",0.0551470593507758,"i1",766.3
"229","i","1","MinOfGlobularianudicaulis","DipteraSyrphidaeDensity",0.0735294133870026,"i1",766.3
"230","i","1","MinOfGlobulariacardiflora","DipteraSyrphidaeDensity",NA,"i1",766.3
"231","i","1","MinOfGymnadeniaconopsea","DipteraSyrphidaeDensity",NA,"i1",766.3
"232","i","1","MinOfHelianthemumnummularium","DipteraSyrphidaeDensity",0.684851695259992,"i1",766.3
"233","i","1","MinOfHieraciumpilosella","DipteraSyrphidaeDensity",NA,"i1",766.3
"234","i","1","MinOfHippocrepiscomosa","DipteraSyrphidaeDensity",0.440624999827631,"i1",766.3
"235","i","1","MinOfHypericumsp","DipteraSyrphidaeDensity",NA,"i1",766.3
"236","i","1","MinOfKnautia.Scabiosa","DipteraSyrphidaeDensity",0.43210784196109,"i1",766.3
"237","i","1","MinOfLamiumalbum","DipteraSyrphidaeDensity",NA,"i1",766.3
"238","i","1","MinOfLathyruspratensis","DipteraSyrphidaeDensity",0.372242645791404,"i1",766.3
"239","i","1","MinOfLathyrussp","DipteraSyrphidaeDensity",NA,"i1",766.3
"240","i","1","MinOfLeucanthemumvulgare","DipteraSyrphidaeDensity",0.524231283361624,"i1",766.3
"241","i","1","MinOfLigustrumvulgare","DipteraSyrphidaeDensity",0.0183823540362268,"i1",766.3
"242","i","1","MinOfLotuscorniculatus","DipteraSyrphidaeDensity",0.540865385649599,"i1",766.3
"243","i","1","MinOfLotusmaritimus","DipteraSyrphidaeDensity",0.304096639750512,"i1",766.3
"244","i","1","MinOfMaianthemumbifolium","DipteraSyrphidaeDensity",NA,"i1",766.3
"245","i","1","MinOfMalvaneglecta","DipteraSyrphidaeDensity",NA,"i1",766.3
"246","i","1","MinOfMedicagolupulina","DipteraSyrphidaeDensity",0.0551470593507758,"i1",766.3
"247","i","1","MinOfMedicagominima","DipteraSyrphidaeDensity",NA,"i1",766.3
"248","i","1","MinOfMedicagosativa","DipteraSyrphidaeDensity",0.667845022482483,"i1",766.3
"249","i","1","MinOfMelampyrumsylvaticum","DipteraSyrphidaeDensity",NA,"i1",766.3
"250","i","1","MinOfMycelismuralis","DipteraSyrphidaeDensity",NA,"i1",766.3
"251","i","1","MinOfMyosotessp","DipteraSyrphidaeDensity",NA,"i1",766.3
"252","i","1","MinOfNeottiaovata","DipteraSyrphidaeDensity",NA,"i1",766.3
"253","i","1","MinOfOdontitesluteus","DipteraSyrphidaeDensity",0,"i1",766.3
"254","i","1","MinOfOnobrychisvicifolia","DipteraSyrphidaeDensity",NA,"i1",766.3
"255","i","1","MinOfOnonisspinosa","DipteraSyrphidaeDensity",0.613899886725738,"i1",766.3
"256","i","1","MinOfOphrusapifera","DipteraSyrphidaeDensity",NA,"i1",766.3
"257","i","1","MinOfOphrusinsectifera","DipteraSyrphidaeDensity",NA,"i1",766.3
"258","i","1","MinOfOrchismascula","DipteraSyrphidaeDensity",NA,"i1",766.3
"259","i","1","MinOfOrchisustulata","DipteraSyrphidaeDensity",0.0183823540362268,"i1",766.3
"260","i","1","MinOfOriganumvulgare","DipteraSyrphidaeDensity",0.54963235288034,"i1",766.3
"261","i","1","MinOfParnassiapalustris","DipteraSyrphidaeDensity",NA,"i1",766.3
"262","i","1","MinOfPastinacasativa","DipteraSyrphidaeDensity",NA,"i1",766.3
"263","i","1","MinOfPeucedanumsp","DipteraSyrphidaeDensity",0.610399547172314,"i1",766.3
"264","i","1","MinOfPhyteumaorbiculare","DipteraSyrphidaeDensity",NA,"i1",766.3
"265","i","1","MinOfPimpinellasp","DipteraSyrphidaeDensity",0.543308822292411,"i1",766.3
"266","i","1","MinOfPlantagolanceolata","DipteraSyrphidaeDensity",0.445772059178407,"i1",766.3
"267","i","1","MinOfPlantagomajor","DipteraSyrphidaeDensity",NA,"i1",766.3
"268","i","1","MinOfPlantagomedia","DipteraSyrphidaeDensity",0.390624999827631,"i1",766.3
"269","i","1","MinOfPlantherabifolia","DipteraSyrphidaeDensity",NA,"i1",766.3
"270","i","1","MinOfPlatantherachlorantha","DipteraSyrphidaeDensity",NA,"i1",766.3
"271","i","1","MinOfPolygalaalpestris","DipteraSyrphidaeDensity",NA,"i1",766.3
"272","i","1","MinOfPolygalacomosa","DipteraSyrphidaeDensity",0.212418302275892,"i1",766.3
"273","i","1","MinOfPolygalavulgaris","DipteraSyrphidaeDensity",NA,"i1",766.3
"274","i","1","MinOfPolygonumaviculare","DipteraSyrphidaeDensity",NA,"i1",766.3
"275","i","1","MinOfPotentillaerecta","DipteraSyrphidaeDensity",0.0183823540362267,"i1",766.3
"276","i","1","MinOfPotentillasp","DipteraSyrphidaeDensity",0.344669117494969,"i1",766.3
"277","i","1","MinOfPrimulaveris","DipteraSyrphidaeDensity",NA,"i1",766.3
"278","i","1","MinOfPrunellasp","DipteraSyrphidaeDensity",0.585937501034214,"i1",766.3
"279","i","1","MinOfPulsatillasp","DipteraSyrphidaeDensity",NA,"i1",766.3
"280","i","1","MinOfRanunculussp","DipteraSyrphidaeDensity",0.498366014694192,"i1",766.3
"281","i","1","MinOfRhinanthusminor","DipteraSyrphidaeDensity",NA,"i1",766.3
"282","i","1","MinOfResedalutea","DipteraSyrphidaeDensity",NA,"i1",766.3
"283","i","1","MinOfRosasp","DipteraSyrphidaeDensity",0.0183823540362268,"i1",766.3
"284","i","1","MinOfRubussp","DipteraSyrphidaeDensity",0.0506404185523558,"i1",766.3
"285","i","1","MinOfRumexsp","DipteraSyrphidaeDensity",NA,"i1",766.3
"286","i","1","MinOfSalviapratensis","DipteraSyrphidaeDensity",0.487882654095439,"i1",766.3
"287","i","1","MinOfSambucussp","DipteraSyrphidaeDensity",NA,"i1",766.3
"288","i","1","MinOfSanguisorbaminor","DipteraSyrphidaeDensity",0.289522058144193,"i1",766.3
"289","i","1","MinOfSaponariaocymoides.","DipteraSyrphidaeDensity",NA,"i1",766.3
