Meadow,Site,Elevation,Species1,Species2,Schoener
a,6,981.9,Rubus sp#,ZDensityColeopteraTOTAL,0.029493088
a,6,981.9,Vicia sepium,ZDensityColeopteraTOTAL,0.029493088
i,6,702.2,Trifolium repens,ZDensityColeopteraTOTAL,0.029768233
a,4,1002.8,Centaurium sp#,ZDensityColeopteraTOTAL,0.037973143
a,4,1002.8,Peucedanum sp#,ZDensityColeopteraTOTAL,0.037973143
i,3,711.5,Anthyllis vulneraria,ZDensityColeopteraTOTAL,0.039393466
i,3,711.5,Asperula cynanchica,ZDensityColeopteraTOTAL,0.039393466
i,7,648.5,Orchis ustulata,ZDensityColeopteraTOTAL,0.040618956
i,7,648.5,Potentilla sp#,ZDensityColeopteraTOTAL,0.040618956
n,1,1390.3,Orchis ustulata,ZDensityColeopteraTOTAL,0.041035662
o,3,1612.7,Centaurea sp#,ZDensityColeopteraTOTAL,0.041471986
n,2,1405.5,Apiaceae sp#,ZDensityColeopteraTOTAL,0.042682927
n,1,1390.3,Veronica teucrium,ZDensityColeopteraTOTAL,0.0444553
i,1,766.3,Veronica teucrium,ZDensityColeopteraTOTAL,0.04556962
a,1,1020.6,Geranium sp#,ZDensityColeopteraTOTAL,0.045887152
a,1,1020.6,Taraxacum sp#,ZDensityColeopteraTOTAL,0.045887152
a,5,1001,Hippocrepis comosa,ZDensityColeopteraTOTAL,0.046728972
a,5,1001,Ligustrum vulgare,ZDensityColeopteraTOTAL,0.046728972
a,5,1001,Polygala comosa,ZDensityColeopteraTOTAL,0.046728972
a,3,949.8,Potentilla sp#,ZDensityColeopteraTOTAL,0.047337278
a,2,984.9,Clinopodium vulgare,ZDensityColeopteraTOTAL,0.047782361
a,2,984.9,Hippocrepis comosa,ZDensityColeopteraTOTAL,0.047782361
i,6,702.2,Hypericum sp#,ZDensityColeopteraTOTAL,0.050233893
i,6,702.2,Sanguisorba minor,ZDensityColeopteraTOTAL,0.050233893
i,6,702.2,Vicia sepium,ZDensityColeopteraTOTAL,0.050233893
o,4,1576.2,Campanula glomerata,ZDensityColeopteraTOTAL,0.050564165
i,1,766.3,Rubus sp#,ZDensityColeopteraTOTAL,0.052511229
a,4,1002.8,Rubus sp#,ZDensityColeopteraTOTAL,0.054409065
i,3,711.5,Chenopodium sp#,ZDensityColeopteraTOTAL,0.054713147
n,5,1398.6,Solanum dulgamara,ZDensityColeopteraTOTAL,0.057026807
i,6,702.2,Potentilla erecta,ZDensityColeopteraTOTAL,0.057298786
i,7,648.5,Arabis/Arabidopsis,ZDensityColeopteraTOTAL,0.058027079
i,7,648.5,Chenopodium sp#,ZDensityColeopteraTOTAL,0.058027079
i,7,648.5,Origanum vulgare,ZDensityColeopteraTOTAL,0.058027079
i,7,648.5,Pastinaca sativa,ZDensityColeopteraTOTAL,0.058027079
i,7,648.5,Polygonum aviculare,ZDensityColeopteraTOTAL,0.058027079
i,7,648.5,Solanum dulgamara,ZDensityColeopteraTOTAL,0.058027079
i,7,648.5,Trifolium repens,ZDensityColeopteraTOTAL,0.058027079
o,3,1612.7,Teucrium chamaedris,ZDensityColeopteraTOTAL,0.058437799
i,2,737.4,Sedum sp# yellow,ZDensityColeopteraTOTAL,0.059445178
a,4,1002.8,Arenaria/Linum ym#,ZDensityColeopteraTOTAL,0.060124143
i,6,702.2,Veronica teucrium,ZDensityColeopteraTOTAL,0.060280672
a,2,984.9,Lathyrus pratensis,ZDensityColeopteraTOTAL,0.060524323
n,2,1405.5,Crepis/Hieracium,ZDensityColeopteraTOTAL,0.06097561
n,2,1405.5,Lathyrus pratensis,ZDensityColeopteraTOTAL,0.06097561
n,2,1405.5,Peucedanum sp#,ZDensityColeopteraTOTAL,0.06097561
o,3,1612.7,Carlina acaulis,ZDensityColeopteraTOTAL,0.062207979
o,3,1612.7,Potentilla sp#,ZDensityColeopteraTOTAL,0.062207979
a,5,1001,Peucedanum sp#,ZDensityColeopteraTOTAL,0.062305296
a,5,1001,Trifolium campestre,ZDensityColeopteraTOTAL,0.062305296
i,5,684.5,Rumex sp#,ZDensityColeopteraTOTAL,0.062361959
n,2,1405.5,Polygala alpestris,ZDensityColeopteraTOTAL,0.06402439
i,2,737.4,Sanguisorba minor,ZDensityColeopteraTOTAL,0.065269605
a,6,981.9,Anthericum ramosum,ZDensityColeopteraTOTAL,0.066359447
i,1,766.3,Geranium sp#,ZDensityColeopteraTOTAL,0.06835443
i,1,766.3,Stachys officinalis,ZDensityColeopteraTOTAL,0.06835443
a,3,949.8,Solanum dulgamara,ZDensityColeopteraTOTAL,0.069033531
i,7,648.5,Hypericum sp#,ZDensityColeopteraTOTAL,0.069632495
a,4,1002.8,Anthyllis vulneraria,ZDensityColeopteraTOTAL,0.0708832
n,4,1420,Hippocrepis comosa,ZDensityColeopteraTOTAL,0.073563218
i,4,702.4,Geranium sp#,ZDensityColeopteraTOTAL,0.07374027
i,4,702.4,Malva neglecta,ZDensityColeopteraTOTAL,0.07374027
i,7,648.5,Clinopodium vulgare,ZDensityColeopteraTOTAL,0.077634922
a,3,949.8,Teurium montanum,ZDensityColeopteraTOTAL,0.078895464
i,6,702.2,Orchis ustulata,ZDensityColeopteraTOTAL,0.080002126
n,1,1390.3,Peucedanum sp#,ZDensityColeopteraTOTAL,0.080019541
a,1,1020.6,Anthyllis vulneraria,ZDensityColeopteraTOTAL,0.080302515
a,1,1020.6,Medicago minima,ZDensityColeopteraTOTAL,0.080302515
a,1,1020.6,Trifolium campestre,ZDensityColeopteraTOTAL,0.080302515
i,5,684.5,Onobrychis vicifolia,ZDensityColeopteraTOTAL,0.081850071
i,5,684.5,Taraxacum sp#,ZDensityColeopteraTOTAL,0.081850071
i,6,702.2,Euphorbia cyparissias,ZDensityColeopteraTOTAL,0.083723155
i,4,702.4,Potentilla erecta,ZDensityColeopteraTOTAL,0.086030315
i,4,702.4,Potentilla sp#,ZDensityColeopteraTOTAL,0.086030315
a,3,949.8,Orchis ustulata,ZDensityColeopteraTOTAL,0.088757396
u,1,1745.8,Lamium album,ZDensityColeopteraTOTAL,0.088757396
u,1,1745.8,Silene nutans,ZDensityColeopteraTOTAL,0.088757396
i,1,766.3,Odontites luteus,ZDensityColeopteraTOTAL,0.091139241
i,1,766.3,Veronica chamaedris,ZDensityColeopteraTOTAL,0.091139241
i,1,766.3,Viola sp#,ZDensityColeopteraTOTAL,0.091139241
i,1,766.3,Echium vulgare,ZDensityColeopteraTOTAL,0.091139241
a,2,984.9,Buphthalmum salicifolium,ZDensityColeopteraTOTAL,0.091742132
a,2,984.9,Cirsium acaule,ZDensityColeopteraTOTAL,0.091742132
n,4,1420,Carlina acaulis,ZDensityColeopteraTOTAL,0.091954023
n,4,1420,Gentiana sp#,ZDensityColeopteraTOTAL,0.091954023
n,4,1420,Geranium pusillum,ZDensityColeopteraTOTAL,0.091954023
n,4,1420,Silene nutans,ZDensityColeopteraTOTAL,0.091954023
n,4,1420,Viola sp#,ZDensityColeopteraTOTAL,0.091954023
u,2,1749.2,Rhinanthus minor,ZDensityColeopteraTOTAL,0.092838196
a,2,984.9,Arenaria/Linum ym#,ZDensityColeopteraTOTAL,0.093983122
i,5,684.5,Potentilla sp#,ZDensityColeopteraTOTAL,0.09549175
i,2,737.4,Arabis/Arabidopsis,ZDensityColeopteraTOTAL,0.096543373
n,3,1407.7,Crepis/Hieracium,ZDensityColeopteraTOTAL,0.096774194
n,3,1407.7,Leucanthemum vulgare,ZDensityColeopteraTOTAL,0.096774194
i,6,702.2,Galium sp#,ZDensityColeopteraTOTAL,0.100467787
i,4,702.4,Prunella sp#,ZDensityColeopteraTOTAL,0.102423758
o,4,1576.2,Arenaria/Linum ym#,ZDensityColeopteraTOTAL,0.10323517
o,4,1576.2,Plantago major,ZDensityColeopteraTOTAL,0.10323517
i,1,766.3,Vicia sepium,ZDensityColeopteraTOTAL,0.103586498
o,3,1612.7,Viola sp#,ZDensityColeopteraTOTAL,0.103679966
a,1,1020.6,Lotus maritimus,ZDensityColeopteraTOTAL,0.104095853
i,2,737.4,Taraxacum sp#,ZDensityColeopteraTOTAL,0.104119131
i,7,648.5,Viola sp#,ZDensityColeopteraTOTAL,0.104448743
u,2,1749.2,Cuscuta europaeae,ZDensityColeopteraTOTAL,0.106100796
u,2,1749.2,Phyteuma orbiculare,ZDensityColeopteraTOTAL,0.106100796
u,2,1749.2,Trifolium campestre,ZDensityColeopteraTOTAL,0.106100796
n,5,1398.6,Taraxacum sp#,ZDensityColeopteraTOTAL,0.106580016
a,6,981.9,Orchis ustulata,ZDensityColeopteraTOTAL,0.107498953
a,1,1020.6,Rosa sp#,ZDensityColeopteraTOTAL,0.109814843
i,3,711.5,Galium sp#,ZDensityColeopteraTOTAL,0.112552759
i,3,711.5,Lathyrus pratensis,ZDensityColeopteraTOTAL,0.112552759
n,5,1398.6,Daucus carota,ZDensityColeopteraTOTAL,0.114053615
n,5,1398.6,Epilobium sp#,ZDensityColeopteraTOTAL,0.114053615
n,5,1398.6,Orchis ustulata,ZDensityColeopteraTOTAL,0.114053615
n,5,1398.6,Valeriana,ZDensityColeopteraTOTAL,0.114053615
n,1,1390.3,Cirsium arvense,ZDensityColeopteraTOTAL,0.11431363
n,1,1390.3,Teurium montanum,ZDensityColeopteraTOTAL,0.11431363
a,2,984.9,Carlina acaulis,ZDensityColeopteraTOTAL,0.114677666
i,7,648.5,Silene vulgaris,ZDensityColeopteraTOTAL,0.116054159
i,7,648.5,Vicia cracca,ZDensityColeopteraTOTAL,0.116054159
i,7,648.5,Cirsium arvense,ZDensityColeopteraTOTAL,0.116054159
a,3,949.8,Sedum sp# yellow,ZDensityColeopteraTOTAL,0.116370809
i,6,702.2,Cerastium sp#,ZDensityColeopteraTOTAL,0.116822596
a,4,1002.8,Polygonum aviculare,ZDensityColeopteraTOTAL,0.118138667
a,4,1002.8,Sedum sp# yellow,ZDensityColeopteraTOTAL,0.119761451
a,4,1002.8,Crepis/Hieracium,ZDensityColeopteraTOTAL,0.119761451
a,4,1002.8,Galium sp#,ZDensityColeopteraTOTAL,0.119761451
n,1,1390.3,Vicia cracca,ZDensityColeopteraTOTAL,0.120029311
i,6,702.2,Allium carinatum,ZDensityColeopteraTOTAL,0.120561344
a,2,984.9,Teurium montanum,ZDensityColeopteraTOTAL,0.120759057
a,1,1020.6,Galium sp#,ZDensityColeopteraTOTAL,0.121346023
a,3,949.8,Lathyrus pratensis,ZDensityColeopteraTOTAL,0.124106262
a,1,1020.6,Vicia sepium,ZDensityColeopteraTOTAL,0.124915024
a,1,1020.6,Cerastium sp#,ZDensityColeopteraTOTAL,0.126189667
a,1,1020.6,Lathyrus pratensis,ZDensityColeopteraTOTAL,0.126189667
a,1,1020.6,Orchis ustulata,ZDensityColeopteraTOTAL,0.126189667
i,4,702.4,Leucanthemum vulgare,ZDensityColeopteraTOTAL,0.129045473
i,4,702.4,Senecio sp#,ZDensityColeopteraTOTAL,0.129045473
a,2,984.9,Sanguisorba minor,ZDensityColeopteraTOTAL,0.131952895
o,3,1612.7,Orchis ustulata,ZDensityColeopteraTOTAL,0.133302813
o,3,1612.7,Peucedanum sp#,ZDensityColeopteraTOTAL,0.133302813
n,1,1390.3,Crepis/Hieracium,ZDensityColeopteraTOTAL,0.133365901
i,1,766.3,Euphorbia cyparissias,ZDensityColeopteraTOTAL,0.136708861
o,4,1576.2,Asperula cynanchica,ZDensityColeopteraTOTAL,0.137646894
o,4,1576.2,Cerastium sp#,ZDensityColeopteraTOTAL,0.137646894
o,4,1576.2,Medicago sativa,ZDensityColeopteraTOTAL,0.144201508
o,4,1576.2,Teurium montanum,ZDensityColeopteraTOTAL,0.144201508
i,5,684.5,Orchis ustulata,ZDensityColeopteraTOTAL,0.144212031
i,5,684.5,Verbena officinalis,ZDensityColeopteraTOTAL,0.144212031
i,2,737.4,Cichorium intybus,ZDensityColeopteraTOTAL,0.146694345
o,4,1576.2,Centaurea sp#,ZDensityColeopteraTOTAL,0.147478815
a,3,949.8,Carum carvi,ZDensityColeopteraTOTAL,0.147613412
i,3,711.5,Leucanthemum vulgare,ZDensityColeopteraTOTAL,0.148637163
i,6,702.2,Geranium sp#,ZDensityColeopteraTOTAL,0.15070168
i,3,711.5,Geranium pusillum,ZDensityColeopteraTOTAL,0.151946225
i,3,711.5,Stachys recta,ZDensityColeopteraTOTAL,0.153196811
n,3,1407.7,Taraxacum sp#,ZDensityColeopteraTOTAL,0.153225806
i,3,711.5,Plantago media,ZDensityColeopteraTOTAL,0.153370171
i,7,648.5,Galium sp#,ZDensityColeopteraTOTAL,0.154738878
i,7,648.5,Pulsatilla sp#,ZDensityColeopteraTOTAL,0.154738878
u,1,1745.8,Phyteuma orbiculare,ZDensityColeopteraTOTAL,0.155325444
u,1,1745.8,Plantago major,ZDensityColeopteraTOTAL,0.155325444
o,3,1612.7,Cerastium sp#,ZDensityColeopteraTOTAL,0.155519948
o,3,1612.7,Melampyrum sylvaticum,ZDensityColeopteraTOTAL,0.155519948
i,5,684.5,Apiaceae sp#,ZDensityColeopteraTOTAL,0.156879304
a,5,1001,Potentilla sp#,ZDensityColeopteraTOTAL,0.157308209
i,5,684.5,Geranium sp#,ZDensityColeopteraTOTAL,0.157853709
i,2,737.4,Galium sp#,ZDensityColeopteraTOTAL,0.158520476
i,1,766.3,Allium carinatum,ZDensityColeopteraTOTAL,0.159493671
i,1,766.3,Cerastium sp#,ZDensityColeopteraTOTAL,0.159493671
i,1,766.3,Galium sp#,ZDensityColeopteraTOTAL,0.159493671
n,2,1405.5,Asperula cynanchica,ZDensityColeopteraTOTAL,0.160060976
n,2,1405.5,Carlina acaulis,ZDensityColeopteraTOTAL,0.160060976
n,2,1405.5,Daucus carota,ZDensityColeopteraTOTAL,0.160060976
n,2,1405.5,Teucrium chamaedris,ZDensityColeopteraTOTAL,0.160060976
a,1,1020.6,Conyza sp#,ZDensityColeopteraTOTAL,0.160605031
a,1,1020.6,Polygonum aviculare,ZDensityColeopteraTOTAL,0.160605031
i,2,737.4,Odontites luteus,ZDensityColeopteraTOTAL,0.163804491
n,4,1420,Solanum dulgamara,ZDensityColeopteraTOTAL,0.165517241
n,4,1420,Veronica officinalis,ZDensityColeopteraTOTAL,0.165517241
n,4,1420,Epilobium sp#,ZDensityColeopteraTOTAL,0.165517241
a,3,949.8,Trifolium repens,ZDensityColeopteraTOTAL,0.165914816
i,3,711.5,Cerastium sp#,ZDensityColeopteraTOTAL,0.166446188
i,6,702.2,Stachys recta,ZDensityColeopteraTOTAL,0.167446311
a,3,949.8,Plantago lanceolata,ZDensityColeopteraTOTAL,0.168219104
o,4,1576.2,Crepis/Hieracium,ZDensityColeopteraTOTAL,0.168547217
o,4,1576.2,Taraxacum sp#,ZDensityColeopteraTOTAL,0.168547217
a,3,949.8,Rosa sp#,ZDensityColeopteraTOTAL,0.168660036
n,2,1405.5,Silene nutans,ZDensityColeopteraTOTAL,0.170731707
i,6,702.2,Acinos alpinus,ZDensityColeopteraTOTAL,0.170795237
i,3,711.5,Silene vulgaris,ZDensityColeopteraTOTAL,0.171376289
i,4,702.4,Odontites luteus,ZDensityColeopteraTOTAL,0.172060631
i,1,766.3,Sanguisorba minor,ZDensityColeopteraTOTAL,0.173745898
i,6,702.2,Rubus sp#,ZDensityColeopteraTOTAL,0.17377206
i,7,648.5,Carlina acaulis,ZDensityColeopteraTOTAL,0.174081238
i,5,684.5,Trifolium campestre,ZDensityColeopteraTOTAL,0.180009018
i,6,702.2,Plantago lanceolata,ZDensityColeopteraTOTAL,0.181170566
i,5,684.5,Polygala vulgaris,ZDensityColeopteraTOTAL,0.181889048
i,5,684.5,Spiranthes spiralis,ZDensityColeopteraTOTAL,0.181889048
i,2,737.4,Chenopodium sp#,ZDensityColeopteraTOTAL,0.184940555
i,2,737.4,Pulsatilla sp#,ZDensityColeopteraTOTAL,0.184940555
i,3,711.5,Cuscuta europaeae,ZDensityColeopteraTOTAL,0.185147929
i,7,648.5,Achillea millefolium,ZDensityColeopteraTOTAL,0.185686654
a,2,984.9,Carum carvi,ZDensityColeopteraTOTAL,0.186351207
a,3,949.8,Vicia cracca,ZDensityColeopteraTOTAL,0.186390533
o,4,1576.2,Leucanthemum vulgare,ZDensityColeopteraTOTAL,0.188211059
o,4,1576.2,Veronica officinalis,ZDensityColeopteraTOTAL,0.188211059
a,4,1002.8,Polygala comosa,ZDensityColeopteraTOTAL,0.189021867
n,2,1405.5,Hieracium pilosella,ZDensityColeopteraTOTAL,0.18902439
a,4,1002.8,Orchis ustulata,ZDensityColeopteraTOTAL,0.190644651
a,5,1001,Teurium montanum,ZDensityColeopteraTOTAL,0.190947407
a,3,949.8,Arabis/Arabidopsis,ZDensityColeopteraTOTAL,0.193847116
n,1,1390.3,Crepis sp# 2,ZDensityColeopteraTOTAL,0.19433317
a,4,1002.8,Geranium sp#,ZDensityColeopteraTOTAL,0.1949288
a,4,1002.8,Melampyrum sylvaticum,ZDensityColeopteraTOTAL,0.1949288
a,5,1001,Centaurium sp#,ZDensityColeopteraTOTAL,0.195223261
a,3,949.8,Geranium pusillum,ZDensityColeopteraTOTAL,0.197337278
i,6,702.2,Anthyllis vulneraria,ZDensityColeopteraTOTAL,0.199209997
n,1,1390.3,Leucanthemum vulgare,ZDensityColeopteraTOTAL,0.199804592
i,3,711.5,Veronica chamaedris,ZDensityColeopteraTOTAL,0.2
n,1,1390.3,Campanula glomerata,ZDensityColeopteraTOTAL,0.200048852
n,1,1390.3,Teucrium chamaedris,ZDensityColeopteraTOTAL,0.200048852
i,4,702.4,Dianthus sp#,ZDensityColeopteraTOTAL,0.200737403
a,6,981.9,Arenaria/Linum ym#,ZDensityColeopteraTOTAL,0.201843318
i,7,648.5,Aster amellus,ZDensityColeopteraTOTAL,0.201859016
i,6,702.2,Hippocrepis comosa,ZDensityColeopteraTOTAL,0.202182026
i,1,766.3,Plantago media,ZDensityColeopteraTOTAL,0.202531646
i,1,766.3,Potentilla erecta,ZDensityColeopteraTOTAL,0.202531646
i,5,684.5,Carlina acaulis,ZDensityColeopteraTOTAL,0.204625179
i,1,766.3,Teurium montanum,ZDensityColeopteraTOTAL,0.205063291
a,5,1001,Rubus sp#,ZDensityColeopteraTOTAL,0.205188114
u,2,1749.2,Veronica officinalis,ZDensityColeopteraTOTAL,0.206100796
a,3,949.8,Rubus sp#,ZDensityColeopteraTOTAL,0.206270113
n,4,1420,Buphthalmum salicifolium,ZDensityColeopteraTOTAL,0.206896552
n,5,1398.6,Crepis/Hieracium,ZDensityColeopteraTOTAL,0.209098294
n,2,1405.5,Taraxacum sp#,ZDensityColeopteraTOTAL,0.209349593
n,3,1407.7,Pimpinella sp#,ZDensityColeopteraTOTAL,0.209677419
u,2,1749.2,Bellis perennis,ZDensityColeopteraTOTAL,0.212201592
a,2,984.9,Campanula sp#,ZDensityColeopteraTOTAL,0.212228147
a,2,984.9,Hypericum sp#,ZDensityColeopteraTOTAL,0.212228147
i,7,648.5,Medicago lupulina,ZDensityColeopteraTOTAL,0.212765957
i,5,684.5,Sedum sp# yellow,ZDensityColeopteraTOTAL,0.217442413
u,1,1745.8,Lotus corniculatus,ZDensityColeopteraTOTAL,0.21764086
i,5,684.5,Arabis/Arabidopsis,ZDensityColeopteraTOTAL,0.218298768
a,2,984.9,Orchis ustulata,ZDensityColeopteraTOTAL,0.219417795
i,6,702.2,Lathyrus pratensis,ZDensityColeopteraTOTAL,0.223177474
i,2,737.4,Carlina vulgaris,ZDensityColeopteraTOTAL,0.22324967
i,4,702.4,Trifolium campestre,ZDensityColeopteraTOTAL,0.22367882
o,3,1612.7,Campanula glomerata,ZDensityColeopteraTOTAL,0.223948726
a,5,1001,Orchis ustulata,ZDensityColeopteraTOTAL,0.224610592
a,6,981.9,Carlina vulgaris,ZDensityColeopteraTOTAL,0.226728111
a,6,981.9,Polygonum aviculare,ZDensityColeopteraTOTAL,0.226728111
n,5,1398.6,Allium carinatum,ZDensityColeopteraTOTAL,0.22810723
a,3,949.8,Medicago lupulina,ZDensityColeopteraTOTAL,0.228205128
a,5,1001,Vicia sepium,ZDensityColeopteraTOTAL,0.228971963
i,6,702.2,Plantago media,ZDensityColeopteraTOTAL,0.229894509
a,2,984.9,Ligustrum vulgare,ZDensityColeopteraTOTAL,0.230133267
a,1,1020.6,Medicago lupulina,ZDensityColeopteraTOTAL,0.230865358
n,1,1390.3,Rubus sp#,ZDensityColeopteraTOTAL,0.232272369
n,5,1398.6,Potentilla sp#,ZDensityColeopteraTOTAL,0.233062551
a,1,1020.6,Buphthalmum salicifolium,ZDensityColeopteraTOTAL,0.233259687
o,3,1612.7,Sanguisorba minor,ZDensityColeopteraTOTAL,0.233279922
n,1,1390.3,Apiaceae sp#,ZDensityColeopteraTOTAL,0.235368832
o,4,1576.2,Carlina acaulis,ZDensityColeopteraTOTAL,0.238387905
a,6,981.9,Odontites luteus,ZDensityColeopteraTOTAL,0.23907379
i,5,684.5,Carum carvi,ZDensityColeopteraTOTAL,0.2395901
a,1,1020.6,Carduus nutans,ZDensityColeopteraTOTAL,0.240907546
a,3,949.8,Plantago media,ZDensityColeopteraTOTAL,0.241067799
i,7,648.5,Carlina vulgaris,ZDensityColeopteraTOTAL,0.243713733
n,5,1398.6,Trifolium pratense,ZDensityColeopteraTOTAL,0.243878216
i,3,711.5,Geranium sp#,ZDensityColeopteraTOTAL,0.244106612
i,2,737.4,Parnassia palustris,ZDensityColeopteraTOTAL,0.244385733
i,3,711.5,Plantago lanceolata,ZDensityColeopteraTOTAL,0.245319719
i,3,711.5,Trifolium campestre,ZDensityColeopteraTOTAL,0.246209161
n,4,1420,Cerastium sp#,ZDensityColeopteraTOTAL,0.246408046
i,2,737.4,Orchis ustulata,ZDensityColeopteraTOTAL,0.246568261
a,5,1001,Polygala vulgaris,ZDensityColeopteraTOTAL,0.246947399
a,4,1002.8,Lathyrus pratensis,ZDensityColeopteraTOTAL,0.248454975
i,7,648.5,Globularia nudicaulis,ZDensityColeopteraTOTAL,0.248952289
i,3,711.5,Taraxacum sp#,ZDensityColeopteraTOTAL,0.25
i,4,702.4,Asperula cynanchica,ZDensityColeopteraTOTAL,0.250679677
i,6,702.2,Solanum dulgamara,ZDensityColeopteraTOTAL,0.251393909
i,4,702.4,Campanula glomerata,ZDensityColeopteraTOTAL,0.252355592
a,2,984.9,Parnassia palustris,ZDensityColeopteraTOTAL,0.253929117
n,3,1407.7,Asperula cynanchica,ZDensityColeopteraTOTAL,0.254032258
n,3,1407.7,Allium carinatum,ZDensityColeopteraTOTAL,0.254032258
n,3,1407.7,Apiaceae sp#,ZDensityColeopteraTOTAL,0.254032258
n,3,1407.7,Gentiana sp#,ZDensityColeopteraTOTAL,0.254032258
n,2,1405.5,Polygonum aviculare,ZDensityColeopteraTOTAL,0.256097561
n,2,1405.5,Vicia cracca,ZDensityColeopteraTOTAL,0.256097561
i,5,684.5,Crepis sp#,ZDensityColeopteraTOTAL,0.257827725
a,1,1020.6,Carum carvi,ZDensityColeopteraTOTAL,0.257843534
a,2,984.9,Anacamptis pyramidalis,ZDensityColeopteraTOTAL,0.262741963
a,2,984.9,Rosa sp#,ZDensityColeopteraTOTAL,0.262741963
i,2,737.4,Lotus maritimus,ZDensityColeopteraTOTAL,0.26321004
i,2,737.4,Potentilla sp#,ZDensityColeopteraTOTAL,0.264200793
a,3,949.8,Trifolium montana,ZDensityColeopteraTOTAL,0.264566897
n,5,1398.6,Asperula cynanchica,ZDensityColeopteraTOTAL,0.266525473
n,1,1390.3,Anthyllis vulneraria,ZDensityColeopteraTOTAL,0.266731803
n,1,1390.3,Carlina acaulis,ZDensityColeopteraTOTAL,0.266731803
a,3,949.8,Hippocrepis comosa,ZDensityColeopteraTOTAL,0.269723866
u,1,1745.8,Cirsium acaule,ZDensityColeopteraTOTAL,0.270216963
a,6,981.9,Clinopodium vulgare,ZDensityColeopteraTOTAL,0.270967742
i,1,766.3,Convolvulus arvensis,ZDensityColeopteraTOTAL,0.271611932
i,6,702.2,Ranunculus sp#,ZDensityColeopteraTOTAL,0.271953147
i,3,711.5,Ranunculus sp#,ZDensityColeopteraTOTAL,0.272097868
u,2,1749.2,Galium sp#,ZDensityColeopteraTOTAL,0.274701592
a,2,984.9,Medicago sativa,ZDensityColeopteraTOTAL,0.275435065
a,5,1001,Rosa sp#,ZDensityColeopteraTOTAL,0.275700935
a,5,1001,Arabis/Arabidopsis,ZDensityColeopteraTOTAL,0.277384861
n,3,1407.7,Hieracium pilosella,ZDensityColeopteraTOTAL,0.277763088
u,2,1749.2,Carlina acaulis,ZDensityColeopteraTOTAL,0.278514589
u,1,1745.8,Carlina acaulis,ZDensityColeopteraTOTAL,0.279585799
u,1,1745.8,Gentiana sp#,ZDensityColeopteraTOTAL,0.279585799
u,1,1745.8,Vicia cracca,ZDensityColeopteraTOTAL,0.279585799
i,2,737.4,Plantago lanceolata,ZDensityColeopteraTOTAL,0.28057601
i,6,702.2,Leucanthemum vulgare,ZDensityColeopteraTOTAL,0.280694475
i,7,648.5,Cirsium acaule,ZDensityColeopteraTOTAL,0.282398453
o,3,1612.7,Cirsium acaule,ZDensityColeopteraTOTAL,0.283325204
i,1,766.3,Plantago lanceolata,ZDensityColeopteraTOTAL,0.284164299
i,2,737.4,Cirsium acaule,ZDensityColeopteraTOTAL,0.285557023
i,1,766.3,Geranium sanguineum?,ZDensityColeopteraTOTAL,0.285864979
a,4,1002.8,Potentilla sp#,ZDensityColeopteraTOTAL,0.286090789
